"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Near Field Coupling's Impact on Radiated EMI and Mitigation Techniques for Power Converters in Automotive Applications","J. Yao; S. Wang; Z. Luo","Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA; Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA; Monolithic Power Systems, Inc., San Jose, CA, USA","2020 IEEE Energy Conversion Congress and Exposition (ECCE)","30 Oct 2020","2020","","","5882","5889","For power converters in automotive applications, near field couplings can lead to radiated electromagnetic interference (EMI). This paper develops a radiated EMI model to characterize near field coupling's impact on the radiated EMI. Influential factors of near field couplings and power converter's parasitic inductances are analyzed. Based on the developed model, noise reduction techniques are proposed, including capacitor layout improvement and CM choke implementation improvement. Experiments verify the developed model and the proposed noise reduction techniques.","2329-3748","978-1-7281-5826-6","10.1109/ECCE44975.2020.9236287","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9236287","Radiated emission;electromagnetic interference (EMI);radiated EMI;near field","Electromagnetic interference;Power cables;Couplings;Antennas;Impedance;Capacitors;Switches","","12","","27","IEEE","30 Oct 2020","","","IEEE","IEEE Conferences"
"Impacts Assessment of Ultra-Fast EVs Charging Stations Integrated with Distribution Energy System and Mitigations Measures Using Online Controller","M. Amir; S. Mateen; Zaheeruddin; A. Haque","Department of Electrical Engineering, Jamia Millia Islamia, New Delhi, India; Department of Electrical Engineering, Jamia Millia Islamia, New Delhi, India; Department of Electrical Engineering, Jamia Millia Islamia, New Delhi, India; Department of Electrical Engineering, Jamia Millia Islamia, New Delhi, India","2023 International Conference on Recent Advances in Electrical, Electronics & Digital Healthcare Technologies (REEDCON)","16 Jun 2023","2023","","","403","408","The concern about climate change and greenhouse gas emissions has resulted in a steady shift in the transportation sector from conventional fossil fuel-based combustion vehicles to electric vehicles. In the last decade only, the growth of electric vehicles (EVs) on the road has increased exponentially. The main drawback for widespread adoption, however, is range anxiety. Charging from an ultra-fast charging station (UFCS) solves this problem and makes EVs a worthwhile investment for manufacturers and customers. But UFCS comes with many technological constraints such as the requirement of high-capacity batteries, high-power charging converters and the grid impacts. In this paper, the negative grid impacts of UFCS, and power quality (PQ) problems of UFCS are summarized. The mitigation techniques are discussed and an online controller that works with open interfaces according to the international charging standards is proposed. A framework for optimized UFSC integrated with grid and distributed energy system is presented.","","978-1-6654-9382-6","10.1109/REEDCON57544.2023.10151294","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10151294","HEVs;Online controller;probability distribution function;RESs;ultra-fast charging stations","Greenhouse effect;Roads;Power quality;Transportation;Energy measurement;Charging stations;Electric vehicle charging;Climate change","","2","","38","IEEE","16 Jun 2023","","","IEEE","IEEE Conferences"
"Nonlinearities Mitigation in Radio over Fiber Links for Beyond 5G C-RAN Applications using Support Vector Machine Approach","M. U. Hadi; A. Basit; K. Khurshid","Department of Electronic Systems, Aalborg University, Aalborg, Denmark; Department of Computer Engineering, Khwaja Fareed University of Engineering and Information Technology (KFUEIT), Rahim Yar Khan, Pakistan; Electrical Engineering Department, National University of Science and Technology (NUST), Islamabad, Pakistan","2020 IEEE 23rd International Multitopic Conference (INMIC)","20 Jan 2021","2020","","","1","5","Machine learning (ML) methodologies gave an innovative and realistic direction to cope up with nonlinearity issues in fiber optics communication. In this paper, a 40-Gb/s 128-quadrature amplitude modulation (QAM) signal based Radio over Fiber (RoF) system is experimentally evaluated for 70 km of standard single mode fiber length which utilizes support vector machine (SVM) decision method to indicate an effective nonlinearity mitigation. The influence of different impairments in the system is evaluated that includes the influences of Mach-Zehnder Modulator nonlinearities, in-phase and quadrature phase skew of the modulator, input signal power and noise due to amplified spontaneous emission. By employing SVM, the results demonstrated in terms of bit error rate and eye linearity suggest that impairments are significantly reduced and licit input signal power span of 5dBs is enlarged to 15 dBs.","2049-3630","978-1-7281-9893-4","10.1109/INMIC50486.2020.9318206","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9318206","Radio over Fiber;Nonlinearity Mitigation;Support Vector Machine","Support vector machines;Optical fibers;Optical attenuators;Optical fiber dispersion;Optical modulation;Optical feedback;Distributed feedback devices","","9","","21","IEEE","20 Jan 2021","","","IEEE","IEEE Conferences"
"Adaptive Interference Mitigation Using Frequency-Selective Limiters over GPS Band for Automotive Applications","M. Shukla; M. Y. Koledintseva; M. Geiler; S. Gillette; M. Hunnewell; A. L. Geiler","Metamagnetics, Inc., Westborough, MA, USA; Metamagnetics, Inc., Westborough, MA, USA; Metamagnetics, Inc., Westborough, MA, USA; Metamagnetics, Inc., Westborough, MA, USA; Metamagnetics, Inc., Westborough, MA, USA; Metamagnetics, Inc., Westborough, MA, USA","2020 IEEE International Symposium on Electromagnetic Compatibility & Signal/Power Integrity (EMCSI)","10 Sep 2020","2020","","","614","618","In this work, we address the challenges associated with the necessity to protect Global Positioning system (GPS) receivers from various types of electromagnetic interference (EMI) generated by internal or external sources. We have developed a compact, lightweight, and passive frequency selective limiter (FSL) technology that automatically and adaptively protects vulnerable input circuits of a GPS receiver from unwanted emissions and prevents a GPS receiver from going into saturation. This technology is based on using magnetostatic surface waves in a magnetically biased ferrite film. The nonlinear processes in ferrite films enable discrimination of signals based on their power levels. In these devices, the frequency-selective transmission response adjusts rapidly and automatically, in real time, such that no portion of the output spectrum exceeds a designated power threshold. FSLs are capable of mitigating multiple interfering signals without prior knowledge of the timing or the frequency content of the interferers. A few examples of FSL design and measured characteristics are provided for GPS L1 band.","","978-1-7281-7430-3","10.1109/EMCSI38923.2020.9191469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9191469","Receiver protection;communication radio;GPS;EMI;Frequency Selective Limiter (FSL);Magnetostatic surface waves (MSSW);frequency selective attenuation;sensitivity","Global Positioning System;Electromagnetic interference;Magnetostatics;Magnetostatic waves;Saturation magnetization;Economic indicators;Receivers","","6","","26","IEEE","10 Sep 2020","","","IEEE","IEEE Conferences"
"Evaluation of Uncertainty in the Measurement of Sound Power Levels of UHV Main Transformer by Sound Pressure Method","Y. Ni; B. Zhou; H. Wan; H. J. Zhu; Y. Z. Wang; Z. J. Gong","State Key Laboratory of Power Grid Environmental Protection, China Electric Power Research Institute, Wu Han, China; State Key Laboratory of Power Grid Environmental Protection, China Electric Power Research Institute, Wu Han, China; State Key Laboratory of Power Grid Environmental Protection, China Electric Power Research Institute, Wu Han, China; State Key Laboratory of Power Grid Environmental Protection, China Electric Power Research Institute, Wu Han, China; State Key Laboratory of Power Grid Environmental Protection, China Electric Power Research Institute, Wu Han, China; State Key Laboratory of Power Grid Environmental Protection, China Electric Power Research Institute, Wu Han, China","2021 International Conference on Power System Technology (POWERCON)","8 Feb 2022","2021","","","1","6","Measurement uncertainty is a non-negative value which characterizes the dispersity of measured values and an important indicator to measure the measurement quality and results. In accordance with GB/T 1094.10-2003 ""Power Transformers, Part 10: Determination of Sound Levels"", we used the sound level meter to measure the noise of 1# Main Transformer Phase A in Jingmen UHV Substation and calculate its sound power level. On such basis, we analyzed the 8 influencing factors, i.e. repeatability, measurement error of the sound level meter, A-weighted measurement, resolution, linear error, inaccurate directivity, measurement position deviation and reading deviation, and calculated the uncertainty components of these influencing factors according to GUM method in JJF 1059.1 2012 ""Evaluation and Representation of Measurement Uncertainty"". Finally, we obtained the relative expanded uncertainty of main transformer’ sound power level. Our conclusion not only provides the source intensity margin for noise prediction and control of newly-built or in-service substations, but also provides reference for the standardized evaluation of the uncertainty in the measurement of sound power level of UHV main equipment by the sound pressure method.","2642-6226","978-1-6654-0737-3","10.1109/POWERCON53785.2021.9697474","State Grid Corporation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9697474","Sound pressure method;UHV transformers;sound power;uncertainty","Meters;Power measurement;Uncertainty;Substations;Phase measurement;Measurement uncertainty;Position measurement","","1","","18","IEEE","8 Feb 2022","","","IEEE","IEEE Conferences"
"Mitigation of Anomaly Loss in Optical Transmission System with Hybrid EDFA/Raman Amplification","I. Kim; O. Vassilieva; P. Palacharla","Fujitsu Network Communications, Richardson, TX, USA; Fujitsu Network Communications, Richardson, TX, USA; Fujitsu Network Communications, Richardson, TX, USA","2022 European Conference on Optical Communication (ECOC)","20 Dec 2022","2022","","","1","4","We analyse impact of anomaly loss on transmission performance in systems with hybrid EDFA/Raman amplification and propose two mitigation techniques to minimize the impairment. We demonstrate that equalizing SNRASE provides better impairment mitigation than equalizing output power for the affected span in transmission link.","","978-1-957171-15-9","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9979453","","Optical losses;Optical fiber amplifiers;Location awareness;Stimulated emission;Power amplifiers;Europe;Optical fiber networks","","","","7","","20 Dec 2022","","","IEEE","IEEE Conferences"
"Probabilistic Techno-Economic Design of Isolated Microgrid","S. B. Jeyaprabha; J. V. Milanović","Department of Electrical and Electronic Engineering, The University of Manchester, Manchester, U.K.; Department of Electrical and Electronic Engineering, The University of Manchester, Manchester, U.K.","IEEE Transactions on Power Systems","19 Oct 2023","2023","38","6","5267","5277","Isolated microgrid (MG) proved its potential to electrify the remote community through the cheaper and greener renewable energy alternatives with higher reliability than the weak grid. The goal of universal electricity access and the climate change mitigation paves the way for many public/private owned microgrids in remote areas. Having in mind various uncertainties associated with the design parameters of the MG (e.g., temperature, irradiation, load), this paper presents a probabilistic approach for optimal sizing and techno-economic assessment of the PV-based MG. The potential environmental impact of the isolated MG is taken into account by considering both, the PV/Battery, and more conventional PV/Battery/Diesel Generator configuration. The effectiveness of multi-year data over the single year data in the probabilistic approach is demonstrated. The probabilistic techno-economic analysis of different configurations facilitates informed decision making regarding the configuration and size of MG components while meeting the reliability of supply and environmental constraints. The feasibility and affordability of the configurations are demonstrated through the distribution of net present cost, levelized cost of energy and the unmet load percentage.","1558-0679","","10.1109/TPWRS.2022.3216386","EPSRC-India(grant numbers:EP/P003605/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926083","Microgrids;battery;photovoltaic system;economic analysis;optimal sizing;rural electrification;probabilistic approach","Costs;Batteries;Probabilistic logic;Uncertainty;Power system reliability;Microgrids;Power system economics;Climate change;Photovoltaic systems;Rural areas;Load modeling","","1","","44","IEEE","21 Oct 2022","","","IEEE","IEEE Journals"
"Superposition Based Nonlinearity Mitigation for ACO-OFDM Optical Wireless Communications","Y. Jiang; M. Wang; X. Zhu; C. Liang; T. Wang; S. Sun","School of Electronics and Information Engineering, Harbin Institute of Technology, Shenzhen, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Shenzhen, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Shenzhen, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Shenzhen, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Shenzhen, China; Communications and Networks Department, Institute for Infocomm Research, Singapore","IEEE Wireless Communications Letters","8 Mar 2021","2021","10","3","469","473","We propose a superposition based light emitting diode (LED) nonlinearity mitigation scheme for asymmetrically clipped optical-orthogonal frequency division multiplexing (ACO-OFDM) optical wireless communications (OWC) systems, where a non-redundant signal stream is superimposed with an ACO-OFDM source signal stream, requiring no pilot and no side information. Based on the anti-symmetry property that a non-redundant signal and its symmetric signal is equal to zero with the same absolute value, a non-redundant signal is used to reduce the large amplitude of the ACO-OFDM signal and enhance its symmetric ACO-OFDM signal that is clipped to zero due to negative signal clipping, allowing LED nonlinearity mitigation. The proposed scheme is also energy-efficient, as the large-amplitude signal reduction is equal to the symmetric signal enhancement, requiring no extra power. However, the designed non-redundant signals fall on odd subcarriers and interfere with source signals. The even subcarriers include the absolute value of source signals, which can be utilized to recover source signals. The polarity of source signals on even subcarriers can be determined by ensuring that the remaining part is higher than the clipping part of the large-amplitude signal in the process of LED nonlinearity mitigation. Simulation results show that the proposed scheme outperforms a number of state-of-the-art methods in the literature as well as ACO-OFDM systems with no LED nonlinearity mitigation in terms of bit error rate (BER).","2162-2345","","10.1109/LWC.2020.3034822","National Natural Science Foundation of China(grant numbers:61901138,61801145); Natural Science Foundation of Guangdong Province(grant numbers:2018A030313298,2018A030313344); Shenzhen Science and Technology Program(grant numbers:JCYJ20180306171800589,KQTD20190929172545139); Guangdong Science and Technology Planning Project(grant numbers:2018B030322004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9244127","ACO-OFDM;nonlinearity mitigation","Light emitting diodes;Time-domain analysis;OFDM;Adaptive optics;Bit error rate;Stimulated emission;Frequency-domain analysis","","5","","11","IEEE","29 Oct 2020","","","IEEE","IEEE Journals"
"Renewable Energy Policies and the Design of Electricity Market for Energy Transition: Benefits, Challenges, and Strategies","Y. -T. Shao; K. S. -K. Ma","Department of Bioenvironmental Systems Engineering, National Taiwan University, Taipei, Taiwan; Center for Global Health, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA","2022 International Conference on Green Energy, Computing and Sustainable Technology (GECOST)","12 Jan 2023","2022","","","446","452","Energy transition aims to reduce national greenhouse gas emissions. Policies that promote renewable energy and the electricity market design influence energy transition at a countrywide level. Policy instruments include feed-in tariffs (FITs) and renewable portfolio standards (RPSs) that have been adopted worldwide. FITs and RPSs function by guaranteeing a fixed price and setting a minimum amount of renewable energy. In addition to policies, the electricity market affects the promotion of renewable energy, with which electricity markets are classified into regulated and deregulated markets. Compared to a regulated market, a deregulated market is more likely to provoke competition between suppliers, which is propitious for developing renewable energy. This article covers the following topics: (1) the effects of government policies on energy transition; (2) how different types of electricity markets work and their potential to promote the use of green electricity; and (3) a case study of an electricity market, in which policy instruments were used to encourage green electricity, and efforts paid by the government and citizens towards an energy generation profile of less emission and more renewable electricity.","","978-1-6654-8663-7","10.1109/GECOST55694.2022.10010446","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10010446","Feed-in tariff;renewable portfolio standard;electricity market;renewable energy;energy transition","Renewable energy sources;Power supplies;Instruments;Green products;Tariffs;Production;Electricity supply industry","","","","13","IEEE","12 Jan 2023","","","IEEE","IEEE Conferences"
"Optimal Operation of Active Distribution Systems with Voltage Control and Closed-Loop Topology","J. M. Home-Ortiz; L. H. Macedo; J. R. S. Mantovani; R. Romero; R. Vargas; J. P. S. Catalão","Department of Electrical Engineering, São Paulo State University–UNESP, Ilha Solteira, Brazil; Department of Electrical Engineering, São Paulo State University–UNESP, Ilha Solteira, Brazil; Department of Electrical Engineering, São Paulo State University–UNESP, Ilha Solteira, Brazil; Department of Electrical Engineering, São Paulo State University–UNESP, Ilha Solteira, Brazil; UFABC, Santo André, Brazil; FEUP and INESC TEC, Porto, Portugal","2021 IEEE Madrid PowerTech","29 Jul 2021","2021","","","1","6","This paper presents a new stochastic mixed-integer second-order cone programming model to solve the problem of optimal operation of distribution systems considering network reconfiguration, voltage control devices, dispatchable and nondispatchable distributed generators (DGs), and the possibility of closed-loop topology operation. The decision variables are the active and reactive power generation of DGs, the tap position of substations’ (SS) on-load tap changers and voltage regulators, the number of switchable capacitor banks in operation, and the operational statuses of sectionalizing and tie switches. The proposed formulation considers the minimization of (i) the cost of the energy purchased from the distribution SSs and dispatchable DGs, (ii) greenhouse gas emissions, (iii) technical energy losses, and (iv) the number of basic loops formed in the network. Tests are carried out using the 33-node system and the results demonstrate the effectiveness of the proposed formulation. The benefits provided by the presented approach include reduced operational costs and greenhouse gas emissions mitigation.","","978-1-6654-3597-0","10.1109/PowerTech46648.2021.9495076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9495076","Closed-loop topology;distributed generation;distribution systems reconfiguration;mixed-integer second-order cone programming;voltage-dependent models","Reactive power;Regulators;Network topology;Greenhouse effect;Stochastic processes;Switches;Programming","","1","","27","IEEE","29 Jul 2021","","","IEEE","IEEE Conferences"
"Economic Benefits and Optimization Assessment of New Energy Generation","G. -C. Shi; J. -p. Zhu","Hohai University, Nanjing, China; Jiangsu Renewable Energy Industry Association","2019 12th International Conference on Intelligent Computation Technology and Automation (ICICTA)","2 Mar 2020","2019","","","24","28","As a clean and pollution-free renewable energy, new energy has the function of optimizing energy structure, protecting ecological environment and mitigating climate change. However, there are still many problems in China's new energy power generation, including the lack of effective incentive policies, immature technology, low cost competitiveness and so on. The high cost and unreasonable optimization are the important reasons for its rapid development. A new energy economic benefit model is put forward, and its environmental and economic benefits are analyzed. By comparing and analyzing the photovoltaic power generation in the new energy, the economic index of the new energy power generation is optimized, so as to achieve the best optimization scheme. Finally, the correctness of the proposed algorithm is proved by simulation.","","978-1-7281-4284-5","10.1109/ICICTA49267.2019.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9017089","renewable energy;effective incentive;economic benefit;economic index","Handheld computers;Climate change;Renewable energy sources;Indexes;Economics","","","","15","IEEE","2 Mar 2020","","","IEEE","IEEE Conferences"
"Investigations Into Conducted Emissions of a 10-kW Photovoltaic Plant","M. M. Kane; N. Taylor; D. Månsson","School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Stockholm, Sweden; School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Stockholm, Sweden; School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Stockholm, Sweden","IEEE Letters on Electromagnetic Compatibility Practice and Applications","8 Mar 2024","2024","6","1","16","21","Considering the inverter as the source of electromagnetic emission signals in a photovoltaic (PV) plant, a comprehensive set of measurements of conducted emissions at the input and output of the inverter in a 10-kW PV plant are presented. These are particularly relevant on the backdrop of 1) the ban of products in the EU market due to noncompliance and 2) the increased switching frequency in the inverters  $(\sim 100$  s of kHz) in the near future. Specifically, the common-mode (CM) and differential-mode (DM) currents and voltages are measured, and their frequency-domain behavior is studied. It is suggested that conducted emissions from PV can be classified into three zones: 1) extremely low-frequency (ELF) zone, 2) power frequency zone, and 3) switching frequency zone. Important observations from this exercise are the measurement of harmonic contents of current with total rated current distortion (TRD), imbalance in the output voltage, and low-frequency ripples in the dc voltage. Frequency-domain behavior of the CM quantities is studied which throws light on important points like a relation between input and output CM quantities and a relation between CM voltage and CM current.","2637-6423","","10.1109/LEMCPA.2024.3359485","Swedish Energy Agency through the Project “PV Related Disturbance and Safety Issues: Analysis of Risks and Mitigation Measures”(grant numbers:51005-1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10416156","Common-mode (CM) currents;conducted emissions;harmonics;solar photovoltaic (PV);voltage imbalance","Inverters;Current measurement;Voltage measurement;Switching frequency;Frequency measurement;Harmonic analysis;Electromagnetic compatibility","","","","20","IEEE","29 Jan 2024","","","IEEE","IEEE Journals"
"Intelligent solutions in the energy sector as climate and environment protection factors","J. Szkutnik; P. Sylwestrzak","Life Sciences and Technical Institute, Angelus Silesius State University, Wałbrzych, Poland; Life Sciences and Technical Institute, Angelus Silesius State University, Wałbrzych, Poland","2022 22nd International Scientific Conference on Electric Power Engineering (EPE)","6 Jul 2022","2022","","","1","5","Subject and purpose of the dissertation includes presentation of authorial solutions having both technical and organizational character and regarding energy sector in the ecological aspect. Materials and methods incorporates a compendium of knowledge on intelligent solutions for the energy sector pertaining to the major fields of activity that may raise the efficiency of its operation significantly. On the basis of research concluded and both technical and econometric analyses carried out, it has been indicated that the implementation of authorial solution is justified as it increases the possibility of influencing the ecological aspects of the energy sector in the upcoming future. It is essential to conduct further research in this area to examine dynamic changes and eliminate the negative impact of the energy sector on environment.","2376-5631","978-1-6654-1057-1","10.1109/EPE54603.2022.9814099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9814099","smart grids;smart cities;energy efficiency;climate protection","Local government;Roads;Green products;Legislation;Europe;Power industry;Hybrid power systems","","","","28","IEEE","6 Jul 2022","","","IEEE","IEEE Conferences"
"Allocation of Common-Pool Resources in an Unmonitored Open System","S. Majumder; A. P. Agalgaonkar; S. A. Khaparde; P. Ciufo; S. Perera; S. V. Kulkarni","Australian Power Quality and Reliability Centre, University of Wollongong, Wollongong, NSW, Australia; Australian Power Quality and Reliability Centre, University of Wollongong, Wollongong, NSW, Australia; Department of Electrical Engineering, Indian Institute of Technology Bombay, Mumbai, India; Australian Power Quality and Reliability Centre, University of Wollongong, Wollongong, NSW, Australia; Australian Power Quality and Reliability Centre, University of Wollongong, Wollongong, NSW, Australia; Department of Electrical Engineering, Indian Institute of Technology Bombay, Mumbai, India","IEEE Transactions on Power Systems","22 Aug 2019","2019","34","5","3912","3920","In an open system, system resources are managed by the contributors themselves. Because the participation needs to be voluntary and contributors true utility will remain unmonitored, proper communication among the participants is essential. In the discussed common-pool resource (CPR) problem, all the members need not be contributors, but the non-excludable component of the resource is required to be multiplied with each of the member's rivalrous component, and all these products are needed to be summed up to calculate the overall resource requirement. This characteristic applies to a typical power system optimization problem, where, if a customer group installs a common dynamic voltage restorer, voltage improvement can be treated as non-excludable quantity, while the peak load of individual customers can be treated as rivalrous quantity. In this work, we consider, the participants sharing the CPR contribute to form an open system to capitalize on `economy of scale', while discouraging the unilateral free-riding benefit. Considering the benefit and average production cost curve represented by piecewise linear functions we have shown that the utility function is convex. Furthermore, for the given problem, we have numerically calculated the utility distribution scheme by solving an optimization problem.","1558-0679","","10.1109/TPWRS.2019.2901389","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8651365","Common pool resources;voltage sag mitigation;carbon capture and storage;game theory;convexity;optimization","Games;Resource management;Two dimensional displays;Open systems;Production;Power quality;Optimization","","5","","42","IEEE","24 Feb 2019","","","IEEE","IEEE Journals"
"Design and performance analysis of visible light communication system with noise mitigation","V. Maurya; R. K. Maddila","Department of Electronics & Communication Engineering, Malaviya National Institute of Technology Jaipur, Jaipur, India; Department of Electronics & Communication Engineering, Malaviya National Institute of Technology Jaipur, Jaipur, India","2022 International Conference on Engineering and Emerging Technologies (ICEET)","11 Jan 2023","2022","","","1","4","A Non Return to Zero On Off Keyed Visible Light Communication (VLC) system is constructed and simulated, with and without noise using a light emitting diode of wavelength 450 nm as an optical source. A PIN photo-diode is used as a photo-detector in the receiver. Another white light source having power of 6W is used as a noise generator to analyse the performance and quality of the VLC system. An optical rectangular filter is used to eliminate the generated noise. Performance of the system is analyzed by the values of Quality Factor and Bit Error Rate. Separation of two optical signals is also explored by using linear polarizers.","2831-3682","978-1-6654-9106-8","10.1109/ICEET56468.2022.10007134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10007134","NRZ-OOK;VLC;Q-factor;BER;Eye diagram","Optical filters;Integrated optics;Q-factor;Optical polarization;Stimulated emission;Bit error rate;Optical receivers","","2","","10","IEEE","11 Jan 2023","","","IEEE","IEEE Conferences"
