"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Nash Equilibrium Estimation and Analysis in Joint Peer-to-Peer Electricity and Carbon Emission Auction Market With Microgrid Prosumers","Z. Zhu; K. W. Chan; S. Bu; B. Zhou; S. Xia","Department of Electrical Engineering, Hong Kong Polytechnic University, Hong Kong SAR, China; Department of Electrical Engineering, Hong Kong Polytechnic University, Hong Kong SAR, China; Department of Electrical Engineering, Hong Kong Polytechnic University, Hong Kong SAR, China; College of Electrical and Information Engineering, Hunan University, Changsha, Hunan, China; Electrical Engineering, North China Electric Power University, Beijing, China","IEEE Transactions on Power Systems","19 Oct 2023","2023","38","6","5768","5780","The joint Peer-to-Peer (P2P) electricity market (EM) and carbon emission auction market (CEAM) among prosumer microgrids (MGs) in the distribution network is a promising paradigm to facilitate the participation of distributed energy resources (DERs) and incentivize the decarbonization. In this market, MGs will modify their bidding strategies to be adaptive to other rival MGs’ for profit maximization. Such modification will converge to the Nash Equilibrium Point (NEP), where each MG cannot obtain more profits by modifying its strategy subject to the fixed strategy of other rival MGs. In this paper, the NEP under such a joint market paradigm is investigated, in which MGs will trade electricity in the EM and purchase carbon emission quotas (CEQs) in the CEAM. In addition, MGs must adjust their bidding strategies considering penalties due to deviations between day-ahead (DA) scheduling and real-time (RT) procurement caused by uncertainties of net load, as well as the price fluctuation in the CEAM. The NEP is estimated by a novel Multi-agent Deep Deterministic Policy Gradient (MADDPG) algorithm, and the risk mitigation is achieved by incorporating the conditional value-at-risk (CVaR) constraint. The computational performance and effectiveness of risk mitigation of this proposed algorithm, and the obtained NEP in the joint EM and CEAM, are analyzed in the case studies.","1558-0679","","10.1109/TPWRS.2022.3225575","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9966845","Bidding strategy;conditional value-at-risk;microgrid;multi-agent reinforcement learning;P2P energy trading","Uncertainty;Peer-to-peer computing;Electricity supply industry;Carbon dioxide;Risk management;Nash equilibrium;Microgrids;Multi-agent systems;Reinforcement learning","","1","","38","IEEE","30 Nov 2022","","","IEEE","IEEE Journals"
"Reducing energy costs by using optimal electric vehicles scheduling and renewable energy sources","D. Javor; A. Janjić; N. Raičević","Faculty of Electronic Engineering of Nis, University of Nis, Nis, Serbia; Faculty of Electronic Engineering of Nis, University of Nis, Nis, Serbia; Faculty of Electronic Engineering of Nis, University of Nis, Nis, Serbia","2019 18th International Symposium INFOTEH-JAHORINA (INFOTEH)","20 May 2019","2019","","","1","4","Nowadays companies can reduce their energy costs by using renewable energy sources, storage devices and optimized scheduling of charging/discharging of electric vehicles (EVs). This paper analyzes the influence of the number of EVs, photovoltaic production and daily variations of buying/selling prices on the reduction of energy costs. This problem is solved by power management and optimized scheduling of EVs charging/discharging, taking into account the intermittent behavior of renewable energy sources and vehicles demands for charging. Company savings are achieved by minimizing the costs of purchased energy from the main grid, by selling the energy from renewable energy sources and optimized scheduling of EVs charging/discharging. In this paper the costs are minimized by using optimization in Lingo.","","978-1-5386-7073-6","10.1109/INFOTEH.2019.8717760","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8717760","power management;electric vehicles;optimization;renewable energy sources","Production;Electric vehicles;Optimization;Batteries;Schedules;Companies;Renewable energy sources","","4","","8","IEEE","20 May 2019","","","IEEE","IEEE Conferences"
"An Augmented Lagrangian-Based Safe Reinforcement Learning Algorithm for Carbon-Oriented Optimal Scheduling of EV Aggregators","X. Shi; Y. Xu; G. Chen; Y. Guo","Tsinghua-Berkeley Shenzhen Institute, Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Tsinghua-Berkeley Shenzhen Institute, Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Tsinghua-Berkeley Shenzhen Institute, Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Tsinghua-Berkeley Shenzhen Institute, Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China","IEEE Transactions on Smart Grid","22 Dec 2023","2024","15","1","795","809","This paper proposes an augmented Lagrangian-based safe off-policy deep reinforcement learning (DRL) algorithm for the carbon-oriented optimal scheduling of electric vehicle (EV) aggregators in a distribution network. First, practical charging data are employed to formulate an EV aggregation model, and its flexibility in both emission mitigation and energy/power dispatching is demonstrated. Second, a bilevel optimization model is formulated for EV aggregators to participate in day-ahead optimal scheduling, which aims to minimize the total cost without exceeding the given carbon cap. Third, to tackle the nonlinear coupling between the carbon flow and power flow, a bilevel model with a carbon cap constraint is formed as a constrained Markov decision process (CMDP). Finally, the CMDP is efficiently solved by the proposed augmented Lagrangian-based DRL algorithm featuring the soft actor-critic (SAC) method. Comprehensive numerical studies with IEEE distribution test feeders demonstrate that the proposed approach can achieve a fine tradeoff between cost and emission mitigation with a higher computation efficiency compared with the existing DRL methods.","1949-3061","","10.1109/TSG.2023.3289211","National Nature Science Foundation of China(grant numbers:52277107,51977115); Shenzhen Science and Technology Innovation Program(grant numbers:WDZC20220808143010001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10163488","Carbon emission mitigation;deep reinforcement learning;aggregator;carbon flow;augmented Lagrangian function","Carbon dioxide;Costs;Optimal scheduling;Markov processes;Energy states;Distribution networks;Carbon","","3","","29","IEEE","26 Jun 2023","","","IEEE","IEEE Journals"
"Understanding Global Warming: An In-depth Analysis and Future Predictions","A. Julian; E. Umar Mohammed","Department of Computer Science and Engineering, Saveetha Engineering College, Chennai, India; Department of Computer Science and Engineering, Saveetha Engineering College, Chennai, India","2024 IEEE International Conference on Computing, Power and Communication Technologies (IC2PCT)","8 Apr 2024","2024","5","","513","518","This research conducts a comprehensive analysis of global warming trends by integrating Earth surface temperature, CO2 emissions, and world population data. Applying sophisticated machine learning models (SARIMAX, ARIMAX, VAR, VECM), the study uncovers complex interplays between these variables and provides accurate future trend predictions. The data collection and preprocessing ensure reliability, while the analysis of Earth surface temperature identifies the patterns. The investigation into the relationship between CO2 emissions and climate dynamics reveals the impact of human activities. Exploring the correlation between world population growth and environmental repercussions, Machine learning models scrutinize population trends. Predictive modeling using SARIMAX, ARIMAX, VAR, and VECM forecasts future trends, validated for accuracy. Conclusions emphasize the unique contributions of each model, discussing implications for climate change mitigation. Future research should focus on recommendations that aim to refine predictions, contributing valuable insights to the ongoing dialogue on global warming for evidence-based decision-making toward a sustainable future.","","979-8-3503-8354-6","10.1109/IC2PCT60090.2024.10486342","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10486342","SARIMAX;ARIMAX;VAR;VECM;preprocessing;interplays;correlation;mitigation;predictions","Earth;Sea surface;Temperature distribution;Biological system modeling;Sociology;Predictive models;Market research","","","","11","IEEE","8 Apr 2024","","","IEEE","IEEE Conferences"
"Future merit order dynamics: A model-based impact analysis of ambitious carbon prices on the electricity spot market in Germany","F. Scheller; H. Alkhatib; H. Kondziella; S. Graupner; T. Bruckner","Phone: +49341 97 33858, Institute for Infrastructure and Resources Management (IIRM), University Leipzig; Phone: +49341 97 33858, Institute for Infrastructure and Resources Management (IIRM), University Leipzig; Phone: +49341 97 33858, Institute for Infrastructure and Resources Management (IIRM), University Leipzig; Phone: +49341 97 33858, Institute for Infrastructure and Resources Management (IIRM), University Leipzig; Phone: +49341 97 33858, Institute for Infrastructure and Resources Management (IIRM), University Leipzig","2019 16th International Conference on the European Energy Market (EEM)","28 Nov 2019","2019","","","1","6","In the context of the recently observed and also projected upward sloping trend in EU carbon prices as well as rising global awareness regarding climate change impacts, it is highly vital to understand the response of the future electricity generation sector to higher carbon prices. Therefore, this research paper investigates the effect of carbon prices adequate to the estimated social costs of carbon emissions on European electricity spot markets by applying the unit commitment model MICOES-Europe for the year 2030. The results show that adequate carbon pricing is an effective measure to reach significant emission reductions with in the power sector through fuel switching from coal to gas. Moreover, the impact of the fuel-switch on emission reductions is highly dependent on the initial relationship of fuel prices for gas and coal given low carbon prices. Conversely the dependency decreases with higher carbon prices. Overall, the marginal benefit of ambitious carbon prices is capped by the capacity utilization of gas-fired power plants. The rate of additional emission mitigation is highest at carbon prices in the range between 50-100€/tCO2, an increase beyond 150 €/tCO2 results in minor further emission reductions.","2165-4093","978-1-7281-1257-2","10.1109/EEM.2019.8916290","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8916290","","Carbon dioxide;Power generation;Europe;Carbon;Switches;Coal;Climate change","","1","","23","IEEE","28 Nov 2019","","","IEEE","IEEE Conferences"
"RF EMF Radiation Exposure Assessment of 5G Networks: Analysis, Computation and Mitigation Methods","A. T. Ajibare; D. Ramotsoela; L. A. Akinyemi; S. O. Oladejo","Department of Electrical Engineering, University of Cape Town, Cape Town, South Africa; Department of Electrical Engineering, University of Cape Town, Cape Town, South Africa; Department of Electrical Engineering, University of Cape Town, Cape Town, South Africa; Department of Electrical Engineering, University of Cape Town, Cape Town, South Africa","2021 IEEE AFRICON","25 Oct 2021","2021","","","1","6","This paper presents the impact of radiofrequency (RF) electromagnetic fields (EMF) radiation exposure induced by wireless networks, most importantly 5G cellular networks for both the uplink and downlink radio emissions using exposure index-based power control algorithm (EIPCA), a novel simulation method that quantifies the realistic electromagnetic exposure of the human user. The exposure index (EI) is used to characterize the EMF exposure taking in account the power density, specific absorption rate (SAR); using both the electric field strength and magnetic field strength as well as considering the variability of other factors such as environment, the conductivity and the mass density of tissue. This work aims at simulating the radiations emitted from access points (APs) and mobile devices, analyzing and comparing them with the threshold set by the International Commission on Non-Ionizing Radiation Protection (ICNIRP) for the understanding of radiation impact. The numerical results reveal that the maximum radiation exposure emitted is far lower than the ICNIRP standard. It is shown that the exposure from mobile devices (uplink) has more EI compared with the ones due with the transmitting stations (downlink) radio emissions, and both can be minimized when there is an optimal power control scheme in the network as revealed in the power density received from the APs. Moreover, it compares the exposure level in both the fourth-generation (4G) and the fifth-generation (5G) networks, this will increase the health awareness concerning radiation exposure of 5G networks to the general public.","2153-0033","978-1-6654-1984-0","10.1109/AFRICON51333.2021.9570865","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9570865","5G mobile communication;4G mobile communication;RF-EMF exposure;SAR;EI;transmit power;received power;power control","Radio frequency;Power system measurements;5G mobile communication;Density measurement;Wireless networks;Power control;Downlink","","6","","18","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"Impact of Background Voltage Harmonic Mitigation Techniques on Coupled Frequencies in VSC-Based EV Fast Charging","M. Ahsanul Hoque Rafi; Y. Sun; J. Bauman","Electrical and Computer Engineering, McMaster University, Hamilton, ON, Canada; Power Systems and Electronics, Power Systems and Electronics, Arnhem, Netherlands; Electrical and Computer Engineering, McMaster University, Hamilton, ON, Canada","2019 IEEE Transportation Electrification Conference and Expo (ITEC)","8 Aug 2019","2019","","","1","6","In active front end-based EV fast charging stations, background voltage harmonics produce current not only at the frequencies of the distorted voltage, but also at other coupled frequencies. Various mitigation techniques, such as increasing inner control loop gain, grid voltage feedforward, and selective harmonic compensation, have been adopted in industry to reduce the emissions originating from distorted background voltage. However, although these techniques are effective in suppressing the current at the harmonic orders present in the background voltage, they deteriorate the emission at coupled frequencies. This paper provides the theoretical explanation of this phenomenon, which is verified by simulation of a two-level active front end in PSCAD/EMTDC. This paper also discusses the proper treatment of current emission due to background voltage harmonics.","2377-5483","978-1-5386-9310-0","10.1109/ITEC.2019.8790520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8790520","","Harmonic analysis;Power harmonic filters;Phase locked loops;Voltage control;Current control;Pulse width modulation;Resonant frequency","","1","","16","IEEE","8 Aug 2019","","","IEEE","IEEE Conferences"
"The Research on Wind turbine blade fatigue test method","J. Li; Q. Yu; X. Xiong; K. Guo; H. Sha; D. Tann","Architecture and Civil Engineering, School of Wuhan Polytechnic University, Wuhan, China; Architecture and Civil Engineering, School of Wuhan Polytechnic University, Wuhan, China; Architecture and Civil Engineering, School of Wuhan Polytechnic University, Wuhan, China; Architecture and Civil Engineering, School of Wuhan Polytechnic University, Wuhan, China; Architecture and Civil Engineering, School of Wuhan Polytechnic University, Wuhan, China; Architecture, Computing, and Engineering, School of University of East London, London, UK","2023 6th International Conference on Renewable Energy and Power Engineering (REPE)","6 May 2024","2023","","","151","155","An important method for determining the fatigue life of a wind turbine blade is wind turbine blade fatigue testing. With a focus on the excitation mode, the relationship between excitation amplitude and vibration frequency, and the vibration principle, this study investigates the issues that arise during the wind turbine blade fatigue test. Then, it suggests practical solutions that could be applied to actual operations.","2771-7011","979-8-3503-0618-7","10.1109/REPE59476.2023.10511956","China Scholarship Council; Wuhan Polytechnic University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10511956","wind turbine blade;excitation mode;fatigue test;vibration principle","Vibrations;Renewable energy sources;Power engineering;Blades;Fatigue;Sawing;Motors","","","","20","IEEE","6 May 2024","","","IEEE","IEEE Conferences"
"Blockchain Powered Carbon Credit Marketplace","S. A. Kalaiselvan; J. S. Prasanna Venkatesh; A. M. Vasanth Kumar; K. Raghul Karthik","Department of Computer Science and Engineering, Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College, Avadi, Chennai, Tamil Nadu, India; Department of Computer Science and Engineering, Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College, Avadi, Chennai, Tamil Nadu, India; Department of Computer Science and Engineering, Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College, Avadi, Chennai, Tamil Nadu, India; Department of Computer Science and Engineering, Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College, Avadi, Chennai, Tamil Nadu, India","2024 10th International Conference on Communication and Signal Processing (ICCSP)","6 Jun 2024","2024","","","582","585","The project proposes the development of a revolutionary blockchain-based carbon credit ecosystem, aimed at addressing the challenges pervasive in existing carbon markets. Traditional systems often suffer from issues such as fragmented implementation, over-crediting, double-spending, and exorbitant transaction costs. Leveraging the power of blockchain technology, our ecosystem seeks to establish transparency, accessibility, and standardization, thereby fostering a collaborative approach among stakeholders. Key features of the proposed ecosystem include a decentralized ledger that ensures transparency and immutability of carbon credit transactions, thereby eliminating the risk of double-spending. Smart contracts facilitate automated, trustless transactions, reducing transaction costs and enhancing efficiency. Through a consensus mechanism, the ecosystem brings together project verifiers, the energy industry, liquidity providers, NGOs, governments, and concerned citizens, creating a holistic platform for carbon credit trading. The project aims to mitigate greenhouse gas emissions by providing a reliable, secure, and standardized marketplace for carbon credits. By engaging stakeholders at various levels, the ecosystem not only facilitates compliance with environmental regulations but also encourages sustainable practices. The proposed Blockchain- powered Carbon Credit Marketplace represents a significant step towards a more sustainable and transparent future. It aligns with global climate change mitigation efforts by fostering collaboration, ensuring credibility in carbon credit transactions, and ultimately contributing to the reduction of carbon footprints worldwide. Through its decentralized governance and consensus mechanism, the marketplace establishes a trustworthy and inclusive platform, encouraging sustainable practices and facilitating regulatory compliance on a global scale. Ultimately, the initiative strives to create a transparent, accessible, and standardized marketplace that incentivizes carbon reduction, thereby making a substantial impact on greenhouse gas emissions worldwide.","2836-1873","979-8-3503-5306-8","10.1109/ICCSP60870.2024.10543794","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10543794","Carbon markets;Stakeholders;Blockchain technology;Decentralized Ledger;Carbon Credit Marketplace","Industries;Climate change;Costs;Ecosystems;Smart contracts;Collaboration;Carbon dioxide","","","","10","IEEE","6 Jun 2024","","","IEEE","IEEE Conferences"
"Generating Electricity by Non-Biodegradable Waste","R. Santhosh Kumar; G. T.R; D. P; A. P. S","Department of Electrical and Electronics Engineering, Sri Ramakrishna Engineering College, Coimbatore; Department of Electrical and Electronics Engineering, Sri Ramakrishna Engineering College, Coimbatore; Department of Electrical and Electronics Engineering, Sri Ramakrishna Engineering College, Coimbatore; Department of Electrical and Electronics Engineering, Sri Ramakrishna Engineering College, Coimbatore","2023 International Conference on Innovative Data Communication Technologies and Application (ICIDCA)","20 Apr 2023","2023","","","905","911","The waste substances from the environment have been segregated as organic and inorganic substances. The growth in the amount and diversity of waste substances produced in this society, effects the environment and human health, which in return leads to various illnesses. A comprehensive research was conducted to understand the potential of Waste Materials to Electric power (WtE) especially using non-biodegradable waste like plastics and tins by burning these substances, the heating panel will produce electricity. The WtE concept is a revolutionary approach that may help to reduce the environmental impact for the humans. The WtEplant converts the waste substances into electricity, through heating panel. The electricity generated from the WtE plant may be used to power homes, businesses, and other establishments, reducing the need for traditional electricity from non-renewable sources. The WtE plant also helps to reduce the amount of waste that is sent to landfills. By reducing the amount of waste being sent to landfills, the WtE plant would reduce the amount of greenhouse gases like CO2, CO, SO2, NO2, and heavy metals like mercury being released into the atmosphere. In addition, the WtE plant would also be able to reduce the amount of energy that is needed to transport the waste to and from the landfills.","","979-8-3503-9720-8","10.1109/ICIDCA56705.2023.10099978","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099978","Waste Materials to Electric power;Waste to Electricity Plant;Non-Renewable Sources;Greenhouse Gases","Waste management;Waste materials;Production;Tin;Power systems;Waste heat;Plastics","","2","","15","IEEE","20 Apr 2023","","","IEEE","IEEE Conferences"
"A New Blockchain Digital MRV (Measurement, Reporting, and Verification) Architecture for Existing Building Energy Performance","J. Woo; C. J. Kibert; R. Newman; A. S. K. Kachi; R. Fatima; Y. Tian","M.E. Rinker, Sr. School of Construction Management, University of Florida, Gainesville, FL 32611; M.E. Rinker, Sr. School of Construction Management, University of Florida, Gainesville, FL 32611; Computer & Information Science & Engineering, University of Florida, Gainesville, FL 32611; Building Construction Science Department, Mississippi State University, MS 39762; Computer & Information Science & Engineering, University of Florida, Gainesville, FL 32611; M.E. Rinker, Sr. School of Construction Management, University of Florida, Gainesville, FL 32611","2020 2nd Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS)","14 Oct 2020","2020","","","222","226","The widespread and massive effects of climate are now inevitable, and action must be taken by all sectors to mitigate their contributions to its impacts. The building sector accounts for about 40% of global energy consumption and 30% of GHG emissions. This sector must reduce its energy consumption by at least 50% by shifting to hyper-efficient systems and renewable energy to meet the climate change mitigation goal. Certified green buildings are responsible for about 40% of the office markets in the U. S. and utilize the types of strategies that should be implemented by all new construction and major renovations. Certified green buildings, although highly effective in reducing greenhouse gas emissions, are generally considered to be an expensive solution to this problem. There is excellent potential for the construction sector to employ a blockchain framework of measurement, report, and verification (MRV) towards building energy performance (BEP) to enable certified green buildings to earn carbon credits based on their exceptional energy performance. Blockchain technology eliminates the need for intermediaries to validate the data and builds up a reliable, immutable, traceable energy monitoring system. The goal of this paper is to present a new blockchain digital MRV architecture for existing BEP and a prototype of its application.","","978-1-7281-7091-6","10.1109/BRAINS49436.2020.9223302","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9223302","Blockchain Architecture;Building Energy Performance (BEP);Digital Measurement;Reporting;and Verification (MRV);Carbon Credit","Energy consumption;Renewable energy sources;Green buildings;Architecture;Buildings;Energy measurement;Prototypes;Climate change","","1","","26","IEEE","14 Oct 2020","","","IEEE","IEEE Conferences"
"Analysis of Long-Term Indicators in the British Balancing Market","S. Cheng; I. H. Gil; I. Flower; C. Gu; F. Li","Department of Electronic and Electrical Engineering, University of Bath, Bath, U.K.; ESTIA Institute of Technology, University of Bordeaux, Bidart, France; Department of Electronic and Electrical Engineering, University of Bath, Bath, U.K.; Department of Electronic and Electrical Engineering, University of Bath, Bath, U.K.; Department of Electronic and Electrical Engineering, University of Bath, Bath, U.K.","IEEE Transactions on Power Systems","23 Feb 2024","2024","39","2","2448","2460","Proactive participation of uncertain renewable generation in the day-ahead (DA) wholesale market effectively reduces the system marginal price and carbon emissions, whilst significantly increasing the volumes of real-time balancing mechanism prices to ensure system security and stability. To solve the conflicting interests over the two timescales, this article: 1) proposes a novel hierarchical optimization model to align with the actual operation paradigms of the hierarchical market, whereby the capacity allocation matrix is adopted to coordinate the DA and balancing markets; 2) mathematically formulates and quantitatively analyses the long-term driving factors of balancing actions, enabling system operators (SOs) to design efficient and well-functioning market structures to meet economic and environmental targets; 3) empowers renewable generating units and flexible loads to participate in the balancing market (BM) as ‘active’ actors and enforces the non-discriminatory provision of balancing services. The performance of the proposed model is validated on a modified IEEE 39-bus power system and a reduced GB network. Results reveal that with effective resource allocation in different timescales of the hierarchical market, the drop speed of balancing costs soars while the intermittent generation climbs. The proposed methodology enables SOs to make the most of all resources available in the market and balance the system flexibly and economically. It thus safeguards the climate mitigation pathways against the risks of substantially higher balancing costs.","1558-0679","","10.1109/TPWRS.2023.3299113","EPSRC Supergen Hub for Energy Networks; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194978","Balancing market;flexible load;long-term driving factors","Renewable energy sources;Costs;Resource management;Real-time systems;Indexes;Vehicles;Pricing","","","","40","IEEE","26 Jul 2023","","","IEEE","IEEE Journals"
"DAFT-E: Feature-Based Multivariate and Multi-Step-Ahead Wind Power Forecasting","F. De Caro; J. De Stefani; A. Vaccaro; G. Bontempi","Department of Engineering, University of Sannio, Benevento, Italy; Machine Learning Group (MLG), Department of Computer Science, Universitè Libre de Bruxelles, Bruxelles, Belgium; Department of Engineering, University of Sannio, Benevento, Italy; Machine Learning Group (MLG), Department of Computer Science, Universitè Libre de Bruxelles, Bruxelles, Belgium","IEEE Transactions on Sustainable Energy","21 Mar 2022","2022","13","2","1199","1209","Wind energy is one of the most promising resources for the mitigation of greenhouse gas emissions that contribute to anthropogenic global warming. However, the large proliferation of wind power generators is causing several critical issues in power systems due to their variable power generated profiles. For this reason, a large number of learning techniques, e.g. integrating Vector Auto-Regressive and Neural Network-based models, were proposed in the literature for mitigating wind power uncertainty issues. Unfortunately, these methodologies show several limitations, e.g. the huge number of parameters and/or the heavy computational cost, which hinder their deployment in modern power system operation, where prompt and reliable wide-area wind power generation forecasts are requested for supporting time-critical decision making on several time horizons. To try addressing this issue, this paper proposes the Dynamic Adaptive Feature-based Temporal Ensemble (DAFT-E) forecasting approach, which relies on an extensive feature engineering, a fast feature selection step and an ensemble of computationally inexpensive models to reduce the computational complexity of the forecasting task, while still preserving predictive accuracy. The experimental results, which benchmark DAFT-E against multivariate (VAR and deep learning) alternatives on two real case studies, show that the proposed approach outperforms state-of-the-art and representation learning models according to several forecasting accuracy metrics.","1949-3037","","10.1109/TSTE.2021.3130949","Service Public de Wallonie Recherche(grant numbers:2010235–ARIAC); DIGITALWALLONIA4.AI; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9627632","Ensemble forecasting;forecasting model validation;machine learning;power system operations;spatio temporal features;wind power forecasting","Forecasting;Predictive models;Wind power generation;Feature extraction;Data models;Reactive power;Computational modeling;Global warming","","16","","41","IEEE","26 Nov 2021","","","IEEE","IEEE Journals"
"Mitigation of RF Radiation and Electromagnetic Interference from a Lithium-Ion Battery Pack Used in Wearable Safety and Health Devices in the Mining Industry","J. Li; J. Carr; M. Reyes; C. Jobes; B. Whisner; P. McElhinney","The National Institute for Occupational Safety and Health, 626 Cochrans Mill Road, Pittsburgh, PA, USA; The National Institute for Occupational Safety and Health, 626 Cochrans Mill Road, Pittsburgh, PA, USA; The National Institute for Occupational Safety and Health, 626 Cochrans Mill Road, Pittsburgh, PA, USA; The National Institute for Occupational Safety and Health, 626 Cochrans Mill Road, Pittsburgh, PA, USA; The National Institute for Occupational Safety and Health, 626 Cochrans Mill Road, Pittsburgh, PA, USA; The National Institute for Occupational Safety and Health, 626 Cochrans Mill Road, Pittsburgh, PA, USA","2019 PhotonIcs & Electromagnetics Research Symposium - Spring (PIERS-Spring)","2 Mar 2020","2019","","","3601","3608","Lithium-ion batteries are used widely to power various portable devices operated in many industries, including mining. The safety of using lithium-ion battery is, therefore, always a topic of concern. Researchers from the National Institute for Occupational Safety and Health (NIOSH) recently found that a personal dust monitor (PDM) powered by a lithium-ion battery could unintentionally produce RF radiation that electromagnetically interfered with the miner-wearable-component (MWC) of a magnetic proximity detection system (PDS) causing the MWC to function improperly. A PDM is worn by a miner to continuously monitor dust exposure. A PDS consists of its magnetic radiation antennas mounted on a mining machine to generate steady magnetic fields and an MWC that measures magnetic fields to determine if the miner is at a safe distance from the machine. If the miner is at an unsafe distance, the PDS will warn the miner or stop the machine to protect the miner from being pinned or struck. Electromagnetic interference from a PDM causes the PDS to fail to warn the miner and to stop the machine putting the miner at risk. In an effort to understand the nature of this interference, NIOSH researchers characterized RF emissions from the PDM and found that the lithium-ion battery pack was the strongest RF emission source among the internal components. NIOSH researchers also investigated different shielding materials as a mitigation strategy to reduce RF emissions and to prevent accidents potentially caused by interference with the PDS. The measurements of RF radiation from a PDM's lithium-ion battery and the results of the shielding material evaluation are presented in this paper.","1559-9450","978-1-7281-3403-1","10.1109/PIERS-Spring46901.2019.9017575","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9017575","","Lithium-ion batteries;Battery charge measurement;Antenna measurements;Radio frequency;Magnetic noise;Magnetic shielding","","3","","8","USGov","2 Mar 2020","","","IEEE","IEEE Conferences"
"Methods and results of harmonic simulation assessment of a reconstructed meshed transmission grid with distributed harmonic emission sources","V. Akhmatov; C. K. Hansen; T. Jakobsen","Energinet, Transmission System Operator of Denmark Fredericia, Denmark; Energinet, Transmission System Operator of Denmark Fredericia, Denmark; Energinet, Transmission System Operator of Denmark Fredericia, Denmark","20th International Workshop on Large-Scale Integration of Wind Power into Power Systems as well as on Transmission Networks for Offshore Wind Power Plants (WIW 2021)","9 May 2022","2021","2021","","317","334","In Denmark, the green transition follows up with integration of more underground cables (UGC) in the HVAC meshed transmission grid. This paper shares the experience of Energinet, Transmission System Operator of Denmark, and describes the applied simulation methods for the harmonic assessment of the meshed transmission grids using the Kassø- Lykkegård 150 kV transmission grid reconstruction project in Western Denmark as a case study. The Kassø-Lykkegård grid reconstruction project shall be completed by 2023 and establish 240 km 150 kV UGC fully replacing the overhead lines (OHL) of the meshed grid area. The harmonic assessment and applied methods shall result in robust conclusion on the harmonic amplification and specific recommendation for the mitigation solution. At the same time, the applied methods shall cope with modelling uncertainty due to data uncertainty of not yet commissioned components, data tolerances of the existing components and not explicitly defined data of the distributed harmonic emission sources. The harmonic assessment has concluded noticeable harmonic amplification within the reconstructed 150 kV UGC grid and proposed a passive harmonic filter as the mitigation solution. The mitigation solution defines both layout and substation for commissioning of the harmonic filter in the not yet established meshed transmission grid.","","978-1-83953-681-6","10.1049/icp.2021.2631","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9770740","","","","1","","","","9 May 2022","","","IET","IET Conferences"
