"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Transmission Impairment Mitigation for Single-Sideband Signals by Optical Phase Conjugation","H. Zhang; Q. Zhang; C. Huang; C. Shu","Department of Electronic Engineering, Center for Advanced Research in Photonics, The Chinese University of Hong Kong, Hong Kong; Department of Electronic Engineering, Center for Advanced Research in Photonics, The Chinese University of Hong Kong, Hong Kong; Department of Electronic Engineering, Center for Advanced Research in Photonics, The Chinese University of Hong Kong, Hong Kong; Department of Electronic Engineering, Center for Advanced Research in Photonics, The Chinese University of Hong Kong, Hong Kong","IEEE Photonics Technology Letters","20 Jan 2020","2020","32","3","150","153","We experimentally demonstrate an optical phase conjugation (OPC) enhanced transmission system based on the Kramers-Kronig direct detection scheme. The single-sideband signal is modulated at 80-Gb/s 16-QAM with orthogonal frequency-division multiplexing. In the 180-km transmission experiment, the OPC surpasses digital chromatic dispersion compensation in Q factor, optimum launched optical power (LOP) and optical signal-to-noise ratio (OSNR) sensitivity. The improvement in Q factor, optimum LOP and OSNR sensitivity are 0.9 dB, 1.0 dB, and 1.7 dB respectively. The superiority of OPC over pure optical dispersion compensation is also analyzed by simulation. The results indicate that the OPC is an effective means to enhance the transmission performance of single-sideband signals.","1941-0174","","10.1109/LPT.2019.2962712","Research Grants Council, University Grants Committee(grant numbers:14209517,14238816); CUHK Group Research Scheme; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8944042","Optical signal processing;four-wave mixing;optical fiber communication;optical single-sideband modulation","Nonlinear optics;Amplitude modulation;Optical pumping;Optical transmitters;Optical receivers;Optical sensors;Optical modulation","","5","","18","IEEE","27 Dec 2019","","","IEEE","IEEE Journals"
"Environmental Feasibility of PV Assisted Intermittent Crop Dryer","S. K; P. B. Rampure; P. P. Revenkar; N. Ganesh","BITM, Ballari, India; KLECET, India; KLETECH University, Hubali, India; PDIT, India","2023 International Conference on Distributed Computing and Electrical Circuits and Electronics (ICDCECE)","21 Jun 2023","2023","","","1","6","In the current investigation, an environmental and economic analysis for a solar photovoltaic assisted drying system was carried out. As part of this analysis, various intermittent drying ratios were taken into consideration. The environmental viability of the project was evaluated by calculating the emission net mitigation of CO2 and the amount of carbon credits earned annually through the energy yield of the system. An evaluation of the energy efficiency of a PV assisted dryer system was carried out for the city of Ballari in India. The findings demonstrated that the greatest CO2 abatement occurred during continuous drying at a slope of 30°, whereas intermittent drying at a ratio of 0.75 resulted in the lowest recorded levels of energy consumption.","","979-8-3503-4745-6","10.1109/ICDCECE57866.2023.10150739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10150739","Solar Photovoltaic assisted dryer;embodied energy;CO2 mitigation;energy saving;Intermittent drying","Photovoltaic systems;Economics;Energy consumption;Cooling;Urban areas;Process control;Moisture","","","","22","IEEE","21 Jun 2023","","","IEEE","IEEE Conferences"
"The Possibility of Renewable Energy based Tourism in Rwanda: A proposal for Karongi Community in Western Province","E. Kampire; E. Mudaheranwa; R. Byiringiro; J. B. Barorukize; J. C. Habimana; D. Ntakirutimana","Hospitality Management Departement, Rwanda Polytechnic/IPRC Karongi, Karongi, Rwanda; Electrical and Electronics Engineering, Rwanda Polytechnic/IPRC Karongi, Karongi, Rwanda; Electrical and Electronics Engineering, Rwanda Polytechnic/IPRC Karongi, Karongi, Rwanda; Electrical and Electronics Engineering, Rwanda Polytechnic/IPRC Karongi, Karongi, Rwanda; Hospitality Management Departement, Rwanda Polytechnic/IPRC Musanze, Musanze, Rwanda; Hospitality Management Departement, Rwanda Polytechnic/IPRC Karongi, Karongi, Rwanda","2022 IEEE PES/IAS PowerAfrica","3 Oct 2022","2022","","","1","5","Tourism is believed to provide around 11% contribution to the world economy, but it is found to create just around 6% of total CO2 in the atmosphere, despite the fact that 50 to 60% of carbon emissions are associated with this industry indirectly. To assess the impact of sustainable and responsible tourism on local development in the community of Karongi, Western Province of Rwanda, and in order to determine the renewable energy resources’ (solar and hydropower) potential, an environmentally friendly tourism alternative is proposed. A quantitative technique was utilized in this study, with 265 area inhabitants completing a survey to determine their opinions on the idea. Furthermore, the potential for solar and hydroelectric energy was assessed in order to uncover durable options that the community may integrate into their own businesses and endeavors. There is a correlation between eco - tourism and economic growth, according to the research findings. Additionally, the evaluation of renewable energy resources potential reveals that it is feasible in this region.","","978-1-6654-6639-4","10.1109/PowerAfrica53997.2022.9905251","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9905251","development;eco-tourism;renewable resources","Photovoltaic systems;Renewable energy sources;Tourism industry;Sociology;Solar energy;Production;Proposals","","","","40","IEEE","3 Oct 2022","","","IEEE","IEEE Conferences"
"Calculations of Multipactor Growth in Rectangular Waveguides","H. K. A. Nguyen; J. Mankowski; J. C. Dickens; A. A. Neuber; R. P. Joshi","Department of Electrical Engineering, Texas Tech University, Lubbock, TX, USA; Department of Electrical Engineering, Texas Tech University, Lubbock, TX, USA; Department of Electrical Engineering, Texas Tech University, Lubbock, TX, USA; Department of Electrical Engineering, Texas Tech University, Lubbock, TX, USA; Department of Electrical Engineering, Texas Tech University, Lubbock, TX, USA","IEEE Transactions on Plasma Science","5 Feb 2019","2019","47","2","1364","1371","Multipactor growth in rectangular waveguides is probed based on a kinetic approach. Unlike most studies relying on the Vaughan model, a probabilistic approach for random multiple secondary particle emissions is used. Spread in electron emission velocities, the angular dependence of secondary emission yields, and an external radio frequency (RF) driving field due to a TE10 mode, were all built in. The calculations predict the secondary emission yield for copper, probe the population growth dynamics, and obtain the susceptibility diagram. Despite a maximum field at the waveguide center from the RF excitation, maximum electron densities are predicted at locations symmetrically displaced from the center. The secondary electron yield (SEY) characteristics, its local maxima, and the role of oblique incident angles, collectively lead to multipactor finding its place at off-center locations.","1939-9375","","10.1109/TPS.2018.2887048","Department of Defense MURI on “Multipactor and Breakdown Susceptibility and Mitigation in Space-Based RF Systems”(grant numbers:FA9550-18-1-0062); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599158","Monte Carlo;multipactor;pulsed power application;secondary electron emission;simulation;waveguide","Radio frequency;Monte Carlo methods;Surface discharges;Rectangular waveguides;Electron emission;Discharges (electric);Surface treatment","","13","","42","IEEE","1 Jan 2019","","","IEEE","IEEE Journals"
"Implementation of Predistorter for HPA Nonlinearity Mitigation on OQAM FBMC System","S. Prasetyo; T. Suryani","Department of Electrical Engineering, Faculty of Intelligent Electrical and Informatics Technology, Institut Teknologi Sepuluh Nopember Surabaya, Indonesia; Department of Electrical Engineering, Faculty of Intelligent Electrical and Informatics Technology, Institut Teknologi Sepuluh Nopember Surabaya, Indonesia","2022 IEEE 12th Annual Computing and Communication Workshop and Conference (CCWC)","4 Mar 2022","2022","","","1036","1042","Using Cyclic Prefix (CP) and rectangular filter in orthogonal frequency division multiplexing (OFDM) system causes losing spectral efficiency, high OOB(Out-of-Band) emission, and high PAPR which leads to performance degradation. A new multicarrier modulation technique called filter bank multicarrier (FBMC), considered as a potential candidate for 5G. Due to the pulse shaping filter and no CP used, FBMC has low OOB emission, Low PAPR, and also better spectral efficiency compared to OFDM. FBMC with offset quadrature amplitude modulation (OQAM) offers better spectral efficiency than the other variant of FBMC. FBMC-OQAM only transmitted real-valued to keep real orthogonality condition, but it leads to intrinsic interference caused by imaginary part. Intrinsic interference leads to performance degradation, moreover the presence of nonlinear distortion by nonlinear High Power Amplifier (HPA). In this paper, we proposed a predistortion technique to compensate for the nonlinear distortion effect. The simulation result that using a predistorter can improve the BER performance of 12dB on the HPA OFDM-4QAM nonlinear system and 18dB on the HPA FBMC-40QAM nonlinear system for IBO=-8.5dB.","","978-1-6654-8303-2","10.1109/CCWC54503.2022.9720842","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9720842","FBMC;OQAM;Intrinsic Interference;nonlinear distortion;Predistorter","Degradation;Spectral efficiency;Transmitters;Conferences;Nonlinear distortion;Filter banks;Modulation","","1","","17","IEEE","4 Mar 2022","","","IEEE","IEEE Conferences"
"Protect Your Sky: A Survey of Counter Unmanned Aerial Vehicle Systems","H. Kang; J. Joung; J. Kim; J. Kang; Y. S. Cho","Department of Electrical Engineering, KAIST, Daejeon, South Korea; School of Electrical and Electronics Engineering, Chung-Ang University, Seoul, South Korea; Korea University Business School, Korea University, Seoul, South Korea; Department of Electrical Engineering, KAIST, Daejeon, South Korea; School of Electrical and Electronics Engineering, Chung-Ang University, Seoul, South Korea","IEEE Access","22 Sep 2020","2020","8","","168671","168710","Recognizing the various and broad range of applications of unmanned aerial vehicles (UAVs) and unmanned aircraft systems (UAS) for personal, public and military applications, recent un-intentional malfunctions of uncontrollable UAVs or intentional attacks on them divert our attention and motivate us to devise a protection system, referred to as a counter UAV system (CUS). The CUS, also known as a counter-drone system, protects personal, commercial, public, and military facilities and areas from uncontrollable and belligerent UAVs by neutralizing or destroying them. This paper provides a comprehensive survey of the CUS to describe the key technologies of the CUS and provide sufficient information with wich to comprehend this system. The first part starts with an introduction of general UAVs and the concept of the CUS. In the second part, we provide an extensive survey of the CUS through a top-down approach: i) the platform of CUS including ground and sky platforms and related networks; ii) the architecture of the CUS consisting of sensing systems, command-and-control (C2) systems, and mitigation systems; and iii) the devices and functions with the sensors for detection-and-identification and localization-and-tracking actions and mitigators for neutralization. The last part is devoted to a survey of the CUS market with relevant challenges and future visions. From the CUS market survey, potential readers can identify the major players in a CUS industry and obtain information with which to develop the CUS industry. A broad understanding gained from the survey overall will assist with the design of a holistic CUS and inspire cross-domain research across physical layer designs in wireless communications, CUS network designs, control theory, mechanics, and computer science, to enhance counter UAV techniques further.","2169-3536","","10.1109/ACCESS.2020.3023473","National Research Foundation of Korea (NRF) Grant funded by the Korea Government (MSIT)(grant numbers:2018R1A4A1023826); Ministry of Science and ICT (MSIT), South Korea, through the Information Technology Research Center (ITRC) Support Program supervised by the Institute of Information and Communications Technology Planning and Evaluation (IITP)(grant numbers:IITP-2020-0-01787); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9194729","Unmanned aerial vehicle (UAV);unmanned aircraft system (UAS);counter UAV system (CUS);counter drone systems;public safety;defense","Drones;Industries;Military aircraft;Aircraft;Command and control systems","","76","","343","CCBY","11 Sep 2020","","","IEEE","IEEE Journals"
"6 Gbps Micro-LED Transmission Using OFDM With Predistortion and Single-Tap Nonlinearity Compensation","D. Sun; J. Bojarczuk; Z. Jin; M. Marzecki; X. Cui; P. Tian; G. Stepniak","Institute for Electric Light Sources, School of Information Science and Technology, Fudan University, Shanghai, China; Institute of Telecommunications, Warsaw University of Technology, Warsaw, Poland; Institute for Electric Light Sources, School of Information Science and Technology, Fudan University, Shanghai, China; Institute of Telecommunications, Warsaw University of Technology, Warsaw, Poland; Institute for Electric Light Sources, School of Information Science and Technology, Fudan University, Shanghai, China; Institute for Electric Light Sources, School of Information Science and Technology, Fudan University, Shanghai, China; Institute of Telecommunications, Warsaw University of Technology, Warsaw, Poland","IEEE Photonics Technology Letters","5 Jun 2023","2023","35","14","781","784","We demonstrate a visible light communications (VLC) transmission system based on a micro light emitting diode (LED) transmitter and orthogonal frequency division multiplexing (OFDM) modulation with a Volterra nonlinear predistorter having linear computational complexity, as well as a single-tap frequency domain nonlinear postdistorter. By using the proposed schemes we increased the data rate in the link almost by 25%, i.e. from 4.9 to over 6 Gbps.","1941-0174","","10.1109/LPT.2023.3278840","National Key Research and Development Program of China(grant numbers:2021YFE0105300); Polish National Centre for Research and Development(grant numbers:WPC2/20/USVEGAN/2019); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10130636","Micro-LED;nonlinear distortion;visible light communications;OFDM","OFDM;Light emitting diodes;Visible light communication;Signal to noise ratio;Equalizers;Predistortion;Bandwidth","","2","","28","IEEE","22 May 2023","","","IEEE","IEEE Journals"
"Sizing and Mission Analysis of Multirole Short-Haul All-Electric Seaplane for Sustainable Aviation","N. Uddin; D. Singh; R. S. Pant","Aeronautical Engineering Department, BBDNITM, AKTU, Lucknow, India; Systems Engineering Division, CSIR-NAL, Bengaluru, India; Aerospace Engineering Department, IIT Bombay, Mumbai, India","2020 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE)","28 Apr 2021","2020","","","1","5","Seaplanes are the aircraft that can take-off and land from water. There are lots of emissions of CO2 and GHGs by aviation industry which can be lower down by the use of electric engines. This paper summarizes the sizing and mission analysis of multirole short-haul all-electric seaplane. There are plenty of opportunities for this type of aircraft as the infrastructural requirements for the operation are much lower compared to those for the conventional aircraft. In this study, an electric seaplane is sized to meet twin operational requirements of a multi-role mission, viz., short-haul air transportation (SHAT) and Air Sea Rescue (ASR). It is seen that though the battery energy density required for the critical mission, viz. ASR, is extremely high (~2 kWhr/kg) but for SHAT, it is just 0.625 kWhr/kg, for comparable mass of fossil fuel. In comparison to a conventional aircraft using fossil fuels, the all-electric aircraft results in mitigation of 3600 kg CO2 emission in each ASR mission, thus establishing it as a potential solution for sustainable aviation.","","978-1-6654-1974-1","10.1109/CSDE50874.2020.9411375","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9411375","Seaplane;Electric Aircraft;Performance;Power","Industries;Computer science;Conferences;Data engineering;Fossil fuels;Batteries;Aircraft","","","","6","IEEE","28 Apr 2021","","","IEEE","IEEE Conferences"
"The Impact of Flight Profiles Towards EMC on All-Electric Aircraft","L. Malburg; N. Moonen; F. Leferink","University of Twente, Enschede, The Netherlands; University of Twente, Enschede, The Netherlands; University of Twente, Enschede, The Netherlands","2021 Asia-Pacific International Symposium on Electromagnetic Compatibility (APEMC)","16 Nov 2021","2021","","","1","4","All-electric aircraft (AEA) currently experiences an increase in industrial and research initiatives. The implementation of such technology in commercial activities is imminent, however, entirely dependent on technological advancements yet to be achieved. Dealing with a full electric powertrain presents several challenges, amongst which ensuring electromagnetic compatibility (EMC) is one of the most important topics. Therefore, different permanent magnet synchronous motor operational speeds were evaluated in a simulation to determine their impact on generated electromagnetic interference (EMI). Thus, different emission levels originating from the implemented speeds will impact the mitigation design strategy, leading to the development of proper solutions.","2640-7469","978-1-7281-7621-5","10.1109/APEMC49932.2021.9596999","European Union's Horizon 2020 research and innovation programme(grant numbers:875504); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9596999","All-electric aircraft;Electromagnetic interference (EMI);Electromagnetic compatibility (EMC);Flight Profile;Electric powertrain","Torque;Atmospheric modeling;Systems operation;Simulation;Electromagnetic interference;Mechanical power transmission;Electromagnetic compatibility","","1","","15","IEEE","16 Nov 2021","","","IEEE","IEEE Conferences"
"58.74-Gb/s  $2\times2$  MIMO 60-GHz Optical/Wireless System With Simple Power-Detector Down-Conversion","W. -H. Chen; C. -W. Chen; C. -T. Lin; C. -C. Wei; S. Chi","Institute of Photonic System, National Chiao Tung University, Tainan, Taiwan; Institute of Photonic System, National Chiao Tung University, Tainan, Taiwan; Institute of Photonic System, National Chiao Tung University, Tainan, Taiwan; Department of Photonics, National Sun Yat-sen University, Kaohsiung, Taiwan; Institute of Photonic System, National Chiao Tung University, Tainan, Taiwan","IEEE Photonics Technology Letters","15 May 2019","2019","31","11","897","900","We demonstrate a 58.74-Gb/s V-band orthogonal frequency-division multiplexing (OFDM) radio-over-fiber (RoF) system employing the 2 × 2 multiple-input-multiple-output (MIMO) technology and power detector for downconversion for the first time. Additional radio frequency (RF) tone is generated and transmitted from central station to replace the local oscillator at wireless receiver for power detector down-conversion. To enhance spectrum efficiency, the gap between OFDM signal and RF tone is not needed. However, the down-converted signal will suffer signal-to-signal beating interference (SSBI). In this letter, we propose and successfully employ the 2 × 2 MIMO SSBI mitigation schemes to mitigate SSBI, resulting in 45% capacity improvement.","1941-0174","","10.1109/LPT.2019.2912656","Ministry of Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8695718","Optical fiber communication;signal-to-signal beating noise;radio frequency photonics;OFDM;RF down-conversion","OFDM;MIMO communication;Detectors;Mixers;Radio frequency;Bandwidth;Wireless communication","","","","10","IEEE","23 Apr 2019","","","IEEE","IEEE Journals"
"Multi-objective Dynamic Phase re-configuration Technique to Mitigate the Unbalance Due to Penetration of Electric Vehicles","M. R. Islam; H. Lu; M. J. Hossain; L. Li","Faculty of Engineering and Information Technology, University of Technology Sydney Broadway, NSW, Australia; Faculty of Engineering and Information Technology, University of Technology Sydney Broadway, NSW, Australia; Faculty of Engineering and Information Technology, University of Technology Sydney Broadway, NSW, Australia; School of Engineering, Macquarie University, NSW, Australia","2019 9th International Conference on Power and Energy Systems (ICPES)","2 Jun 2020","2019","","","1","5","Electric vehicle (EV) penetration is rapidly increasing due to reduced battery cost, government policy to maintain carbon emission lower than the currently planned level, avoiding higher fuel taxes and subsidies for transport and electricity production. The uncertainty of EV penetration and uneven distribution makes the distribution grid imbalance. Several researchers have assessed the impact of EV penetration on voltage and power quality. Moreover, a few research work has been done for mitigating the unbalance in an unbalanced distribution grid with higher EV penetration till now. This paper proposes a method to mitigate voltage unbalance, the neutral current at the supporting feeder and minimize the re-phasing cost by optimizing load distribution among phases. This study will solve the multi-objective problem using Particle Swarm optimization algorithm (PSO). Finally, the efficacy of the proposed method is evaluated by applying to a distribution grid. It is found that the proposed method can reduce the voltage unbalance below 2% at each node and reduce the neutral current from 48.69 A to 8.92 A with minimum re-phasing cost.","","978-1-7281-2658-6","10.1109/ICPES47639.2019.9105475","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9105475","Electric Vehicle;Voltage Unbalance Mitigation;Re-phasing cost;dynamic phase balancing;Particle Swarm Optimization (PSO).","","","","","25","IEEE","2 Jun 2020","","","IEEE","IEEE Conferences"
"Real-Time Price Elasticity Reinforcement Learning for Low Carbon Energy Hub Scheduling Based on Conditional Random Field","W. Hua; M. You; H. Sun","Department of Engineering, Durham University, Durham, U.K; Department of Engineering, Durham University, Durham, U.K; Department of Engineering, Durham University, Durham, U.K","2019 IEEE/CIC International Conference on Communications Workshops in China (ICCC Workshops)","26 Sep 2019","2019","","","204","209","Energy hub scheduling plays a vital role in optimally integrating multiple energy vectors, e.g., electricity and gas, to meet both heat and electricity demand. A scalable scheduling model is needed to adapt to various energy sources and operating conditions. This paper proposes a conditional random field (CRF) method to analyse the intrinsic characteristics of energy hub scheduling problems. Building on these characteristics, a reinforcement learning (RL) model is designed to strategically schedule power and natural gas exchanges as well as the energy dispatch of energy hub. Case studies are performed by using real-time digital simulator that enables dynamic interactions between scheduling decisions and operating conditions. Simulation results show that the CRF-based RL method can approach the theoretical optimal scheduling solution after 50 days training. Scheduling decisions are particularly more dependent on received price information during peak-demand period. The proposed method can reduce 9.76% of operating cost and 1.388 ton of carbon emissions per day, respectively.","2474-9133","978-1-7281-0738-7","10.1109/ICCChinaW.2019.8849941","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8849941","Energy hub;price elasticity;real-time digital simulator (RTDS);reinforcement learning (RL);conditional random field;carbon reduction","Cogeneration;Carbon dioxide;Boilers;Elasticity;Optimal scheduling;Natural gas;Resistance heating","","2","","20","IEEE","26 Sep 2019","","","IEEE","IEEE Conferences"
"Wingbeat Over Wind Turbines: Autonomous Drones for Acoustic Bat Detection in Operational Wind Farms","T. T. Taefi; M. Roswag; G. Peklar","Smart Reality Lab, University of Applied Sciences Hamburg, Hamburg, Germany; Smart Reality Lab, University of Applied Sciences Hamburg, Hamburg, Germany; System Innovations, NXP Semiconductors Germany GmbH, Hamburg, Germany","2024 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)","20 Mar 2024","2024","","","1","5","The increasing number of wind turbines has a negative ecological impact on bats. To improve real-time acoustic bat monitoring at wind farms, this study investigated the technical requirements, options, and challenges of operating autonomous unmanned aerial systems (UAS). The use case required autonomous landing and recharging, obstacle avoidance, and acoustic noise mitigation. A real-world test suggested that single-anchor ultra-wideband ranging provided sufficient accuracy for landing, radar odometry to avoid wind turbine blades required further research, and UAS ultrasonic noise emissions overlapped with bat echolocation calls. For noise mitigation, this study found that a bat detector placed 10 m below the source did not require acoustic attenuation, but the system benefited from deep learning methods to remove the remaining noise. Our results demonstrate the current state of the art and potential research opportunities for using UAS to improve smart curtailment strategies in wind turbines to balance renewable energy production with wildlife conservation.","","979-8-3503-9452-8","10.1109/ACDSA59508.2024.10467290","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10467290","UAS;drones;autonomous;wind energy;bats","Technical requirements;Renewable energy sources;Wildlife;Radar;Production;Wind farms;Real-time systems","","","","27","IEEE","20 Mar 2024","","","IEEE","IEEE Conferences"
"Towards an HPC Cluster Digital Twin and Scheduling Framework for Improved Energy Efficiency","A. Kammeyer; F. Burger; D. Lübbert; K. Wolter","Physikalisch-Technische Bundesanstalt, Berlin, Germany; Physikalisch-Technische Bundesanstalt, Berlin, Germany; Physikalisch-Technische Bundesanstalt, Berlin, Germany; Freie Universitat Berlin, Berlin, Germany","2023 18th Conference on Computer Science and Intelligence Systems (FedCSIS)","8 Nov 2023","2023","","","265","268","Demand for compute resources and thus energy demand for HPC is steadily increasing while the energy market transforms to renewable energy and is facing significant price increases. Optimizing energy efficiency of HPC clusters is therefore a major concern. Different possible optimization dimensions are discussed in this paper. This paper presents a digital twin design for analyzing and reducing energy consumption of a real-world HPC system. The digital twin is based on the HPC cluster at PTB. The digital twin receives information from multiple internal and external data sources to cover the different optimization opportunities. The digital twin also consists of a scheduling simulation framework that uses the data from the digital twin and real-world job traces to test the influence of the different parameters on the HPC cluster.","","978-83-967447-8-4","10.15439/2023F3797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10306077","","Energy consumption;Renewable energy sources;Processor scheduling;Databases;Soft sensors;Transforms;Energy efficiency","","","","22","","8 Nov 2023","","","IEEE","IEEE Conferences"
"Safety-relevant release function for pantograph based electrified trucks and semi-trailers","H. H. Heimes; M. Kehrer; R. Pandey; L. Heetfeld; S. Biegler; M. Buller","Chair of Production Engineering of E-Mobility Components, RWTH Aachen University, Aachen, Germany; Chair of Production Engineering of E-Mobility Components, RWTH Aachen University, Aachen, Germany; Chair of Production Engineering of E-Mobility Components, RWTH Aachen University, Aachen, Germany; Chair of Production Engineering of E-Mobility Components, RWTH Aachen University, Aachen, Germany; Chair of Production Engineering of E-Mobility Components, RWTH Aachen University, Aachen, Germany; Chair of Production Engineering of E-Mobility Components, RWTH Aachen University, Aachen, Germany","2023 First International Conference on Cyber Physical Systems, Power Electronics and Electric Vehicles (ICPEEV)","19 Jan 2024","2023","","","1","6","In order to achieve the decarbonization of heavy-duty vehicles on the road, different electrification strategies are being investigated. One approach is to equip a fully electric truck with a pantograph to operate the electric motor via an overhead catenary line (OCL) on designated routes and to charge the vehicle's internal battery during the drive. This approach can theoretically provide the long-haul vehicle with an infinite range, only geographically limited by the availability of the OCL. The pilot projects are currently being tested on public roads in countries like Germany and Sweden, whereas countries like India, France, the UK and China have expressed interest in the technology. Pantograph-based, electric drive concepts are classically used in trams, trolley buses and railway operations. However, when to be used without the guide rails, changed conditions lead to different requirements and a simple transfer of technology is not possible. Therefore, the application requires significant development work. Part of these changed requirements are the conditions of actuation and the safety management of the pantograph during operation. Due to unpredictable drive maneuvers of various traffic participants, as well as boundary conditions given by the road traffic regulatory body, extended safety functions are necessary. Main aspect of this is the monitoring of safe operation through a release process. This includes a driver release coupled with a release function on the vehicle control side, which monitors specific measurement data for compliance with the defined limiting values. It leads to a semi-automated and redundant release process, that ensures the safe functionality of the pantograph for all events that occur during operation. This paper introduces and classifies the concept of a release function and defines the actuation conditions of the pantograph system. In addition, implementation details and challenges are addressed to provide a comprehensive overview. The results were derived from a research project currently being undertaken at the Chair of Production Engineering of E-Mobility Components at the RWTH Aachen University and is supported by the German Federal Ministry for Economic Affairs and Climate Action.","","979-8-3503-2356-6","10.1109/ICPEEV58650.2023.10391838","RWTH Aachen University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10391838","Heavy duty vehicles;trucks;pantograph;electric drivetrain;safety function;OCL","Rails;Roads;Safety management;Production engineering;Particle measurements;Road traffic;Rail transportation","","","","19","IEEE","19 Jan 2024","","","IEEE","IEEE Conferences"
