"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The Role of Discount Rate and Social Cost of Carbon in Long Term Climate Policy on Renewable Electricity in Thailand","B. Limmeechokchai; P. Winyuchakrit; P. Pita","Sustainable Energy and Built Environment, Sirindhorn International Institute of Technology, Thammasat University, Pathum Thani, Thailand; Sustainable Energy and Built Environment, Sirindhorn International Institute of Technology, Thammasat University, Pathum Thani, Thailand; Sustainable Energy and Built Environment, Sirindhorn International Institute of Technology, Thammasat University, Pathum Thani, Thailand","2022 International Conference and Utility Exhibition on Energy, Environment and Climate Change (ICUE)","4 May 2023","2022","","","1","7","In economic appraisal of project investment, two important factors that are significantly taken into account are the discount rate and the costs. Discount rate is used to determine the present value of future cash flows of the projects. For climate change projects, the lower discount rates are recommended since benefits will be obtained in the long term. In general, private and external costs are used to evaluate the project investment. Combination of both costs is called “social cost”. In this study, only the “social cost of carbon (SCC)”, referring to an estimate of the economic costs of one additional ton of carbon dioxide emitting into the atmosphere, is considered. The objective of this paper is to estimate the SCC in term of carbon tax on the subject of three discount rates with the objective of renewable electricity to achieve carbon neutrality by 2050. Firstly, a 6 percent discount is applied from the base year to 2037. Then, a discount of 3 percent is applied until 2050. The results show that renewable electricity can achieve the carbon neutrality target at SCC of higher than 2.0 USD/t-CO2 and 132.7 USD/t-CO2 for the periods 2020-2037and 2038–2050, respectively.","","979-8-3503-3326-8","10.1109/ICUE55325.2022.10113526","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10113526","AIM/EndUse;Carbon neutrality and Climate Change Mitigation;Discount Rate;Social Cost of Carbon;Thailand","Renewable energy sources;Climate change;Costs;Atmosphere;Carbon neutral;Appraisal;Carbon;Climate change","","","","35","IEEE","4 May 2023","","","IEEE","IEEE Conferences"
"Design of Metamaterial Impedance Matching Surfaces at Near Field for EMC Solutions","A. Khoshniat; R. Abhari","Dept. of Electrical and Computer Engineering, Santa Clara University, Santa Clara, CA, United States; Dept. of Electrical and Computer Engineering, Santa Clara University, Santa Clara, CA, United States","2020 IEEE International Symposium on Electromagnetic Compatibility & Signal/Power Integrity (EMCSI)","10 Sep 2020","2020","","","603","608","The wave impedance concept is employed in this paper to design an absorber of radiated emissions at a compliance failure frequency. Dimensions of the system box considered in this paper are electrically small at the failure frequency. This result in a complex wave impedance for the radiated emissions at the system box boundary which is in the near field region of the unintentional radiators on the system board. A metamaterial frequency selective absorber is developed to exhibit the target surface impedance for the wave impedance by finding an equivalent bulk material. It is shown that the most effective absorber in near field should conjugate match to the wave impedance at that location. To demonstrate the validity of this approach, the radiated electric fields leaked outside the system box with various material lining its top wall, from copper to the proposed metamaterial design are calculated using fullwave simulations. Obtained results prove that the proposed conjugate matching absorber provides 13.6 dB mitigation of radiated emissions which is 4.7 dB higher than that of a commercial absorber.","","978-1-7281-7430-3","10.1109/EMCSI38923.2020.9191532","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9191532","electromagnetic compatibility;frequency selective surfaces;metamaterial;microwave absorber;mitigation of radiated emissions;near field radiated emissions;wave impedance","Impedance;Surface impedance;Surface waves;Finite element analysis;Magnetic fields;Mathematical model;Metamaterials","","2","","12","IEEE","10 Sep 2020","","","IEEE","IEEE Conferences"
"Comparative Study of Single-Switch and Double-Switch Converter Topologies, Working on Dead-Zone Mode, for Fuel Cell Applications","P. Andrade; F. Bento; A. N. Alcaso; A. J. M. Cardoso","CISE - Electromechatronic Systems Research Centre, University of Beira Interior, Calçada Fonte do Lameiro, Covilhã, Portugal; CISE - Electromechatronic Systems Research Centre, University of Beira Interior, Calçada Fonte do Lameiro, Covilhã, Portugal; CISE - Electromechatronic Systems Research Centre, University of Beira Interior, Calçada Fonte do Lameiro, Covilhã, Portugal; CISE - Electromechatronic Systems Research Centre, University of Beira Interior, Calçada Fonte do Lameiro, Covilhã, Portugal","2022 Second International Conference on Sustainable Mobility Applications, Renewables and Technology (SMART)","23 Dec 2022","2022","","","1","6","The growing concerns regarding the increase of greenhouse gases emissions causes engineers and researchers to look for more sustainable solutions to produce electricity. Fuel Cells (FCs) are viewed as a promising solution, since they can provide clean and renewable energy. Regardless the application of FCs, a power converter is required to control their operation. Hence, the overall efficiency of the system is strongly dependent on the efficiency of the power converter. Despite the multitude of power conversion solutions available in the literature, it is not clear which solutions provide the best compromise between efficiency, cost effectiveness, and reliability. On that basis, this paper aims to evaluate the performance of candidate DC-DC converter topologies for FC applications in DC microgrids. Main merits and drawbacks related to each topology will be assessed. Performance analysis will consider parameters like conversion efficiency, ripple, and number of components. A48V DC microgrid and a 3 kW FC, with a voltage range from 68 V-36V are modelled in Simulink.","","978-1-6654-7146-6","10.1109/SMART55236.2022.9990356","Foundation for Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9990356","Fuel Cell;Buck-boost Converters;DC microgrids;Ć;uk;Continuous input current buck-boost converter;Non-Inverting Single Switch Boost-buck;Two-Switch Boost-buck","Renewable energy sources;Costs;Software packages;Simulation;Fuel cells;DC-DC power converters;Microgrids","","2","","23","IEEE","23 Dec 2022","","","IEEE","IEEE Conferences"
"Design Implementation of Flood Early Warning System for Residential Monitoring","J. W. Simatupang; T. A. Arrazaq","Electrical Engineering Study Program, Faculty of Engineering, President University, Cikarang, Indonesia; Electrical Engineering Study Program, Faculty of Engineering, President University, Cikarang, Indonesia","2023 International Conference on Radar, Antenna, Microwave, Electronics, and Telecommunications (ICRAMET)","25 Dec 2023","2023","","","158","163","The efforts to mitigate floods are necessary. One of the tools that can contribute to flood mitigation is the Flood Early Warning System (FEWS). The main goal of this study is to design a prototype of FEWS that can be easily used anywhere, anytime, and provide accurate water level readings. The prototype system is designed using an Ultrasonic Sensor for water level detection, an alarm system, and Blynk as a web and mobile dashboard. The prototype consists of four main components: Ultrasonic Sensor HC-SR04, Arduino Nano, NodeMCU, and HC-12. It comprises two units: a transmitter unit and a receiver unit. To determine the accuracy and consistency of the Ultrasonic Sensor, the author conducted testing using calibration, non-continuous, and continuous methods. The accuracy obtained was 99.71%. Additionally, the author observed high consistency in the readings of the ultrasonic sensor, as evident from continuous sensor reading test results. Furthermore, the receiver unit successfully displayed output according to the water level threshold for each condition. Additionally, the Blynk web and mobile dashboard were able to display output as per the design. However, we suggest adding data logging features and also solar panels as a renewable power source to support the improved prototype system.","2808-0823","979-8-3503-4389-2","10.1109/ICRAMET60171.2023.10366589","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10366589","Flood Early Warning System (FEWS);Internet of Things (IoT);Residential monitoring;Sensor accuracy;Ultrasonic Sensor","Microwave antennas;Transmitters;Prototypes;Receivers;Alarm systems;Radar antennas;Acoustics","","","","20","IEEE","25 Dec 2023","","","IEEE","IEEE Conferences"
"Active Shielding Design for Wireless Power Transfer Systems","S. Cruciani; T. Campi; F. Maradei; M. Feliziani","Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy; Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy; Department of Astronautics, Electrical and Energetic Engineering, Sapienza University of Rome, Rome, Italy; Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy","IEEE Transactions on Electromagnetic Compatibility","3 Jan 2020","2019","61","6","1953","1960","The shielding technique by active coils is proposed to mitigate the magnetic field produced by a wireless power transfer (WPT) system based on near field coupling. General guidelines are provided for the active shielding design to shield the source for emission reduction or to shield the victim for immunity enhancement. Then, a method is proposed to identify the suitable excitation of the active coils. The proposed method permits the mitigation of the magnetic field in a specific point or of the induced effects in a loop area. Furthermore, the influence of the active shielding on the performance of a WPT system is also investigated. Finally, the proposed solution for active shielding is validated by measurements. A shielding effectiveness (SE) of about 20 dB on the considered area is obtained with a negligible degradation of the WPT system efficiency.","1558-187X","","10.1109/TEMC.2019.2942264","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8864109","Active coil;electromagnetic compatibility (EMC);magnetic field;near field;shielding;wireless power transfer (WPT)","Coils;Magnetic noise;Magnetic shielding;Magnetic separation;Magnetic resonance;Couplings;Wireless power transfer","","53","","23","IEEE","11 Oct 2019","","","IEEE","IEEE Journals"
"Spectral Efficiency Improvement and Power Control Optimization of Massive MIMO Networks","X. Zhang; H. Qi; X. Zhang; L. Han","Tianjin Key Laboratory of Wireless Mobile Communications and Power Transmission, Tianjin Normal University, Tianjin, China; Tianjin Key Laboratory of Wireless Mobile Communications and Power Transmission, Tianjin Normal University, Tianjin, China; Tianjin Key Laboratory of Wireless Mobile Communications and Power Transmission, Tianjin Normal University, Tianjin, China; Tianjin Key Laboratory of Wireless Mobile Communications and Power Transmission, Tianjin Normal University, Tianjin, China","IEEE Access","20 Jan 2021","2021","9","","11523","11532","Higher requirements must be put forward about wireless signal transmission in harsh environments. Energy loss mitigation, channel estimation, noise interference reduction demands high quality of service in wireless communication. In the fifth generation wireless communication, massive multiple-input multiple-output (MIMO) networks have been used and play a significant role to fulfill the requirements. Cell-Free massive MIMO networks are recognized as possible solution in the future wireless communication. Spectral efficiency (SE) is a very important index in assessing massive MIMO networks. This article tries to optimize both SE and power control of cell-free massive MIMO networks. Both uplink and downlink transmission are included in the study. The optimization model contains both SE and power control of massive MIMO networks. To tackle the model, a novel ensemble method is developed inspired by ensemble learning. The ensemble method is built up on the neighborhood field optimization method. The goodness of the developed ensemble method is verified by comparing with genetic algorithm, gradient descent method and Newton method. Extensive simulations are performed to study the optimization of SE and power control. Different wireless sensors are taken into consideration to simulate different requirements of massive MIMO networks. The results demonstrate the effectiveness of the proposed method for applying in massive MIMO networks.","2169-3536","","10.1109/ACCESS.2021.3051170","National Natural Science Foundation of China(grant numbers:61701345,61771342,61901301,61971310); Natural Science Foundation of Tianjin(grant numbers:18JCZDJC31900); Tianjin Higher Education Creative Team Funds Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9320607","Massive multiple-input multiple-output;neighborhood field optimization;optimization;power control;spectral efficiency","Wireless communication;Wireless sensor networks;Spectral efficiency;Power control;Massive MIMO;Downlink;Sensors","","16","","34","CCBY","12 Jan 2021","","","IEEE","IEEE Journals"
"Vulnerability of Wireless Smart Meter to Electromagnetic Interference Sweep Frequency Jamming Signals","A. Nateghi; M. Schaarschmidt; S. Fisahn; H. Garbe","Electromagnetic Effects and HPEM, Bundeswehr Research Institute for Protective Technologies and NBC Protection (WIS), Munster, Germany; Electromagnetic Effects and HPEM, Bundeswehr Research Institute for Protective Technologies and NBC Protection (WIS), Munster, Germany; Electromagnetic Effects and HPEM, Bundeswehr Research Institute for Protective Technologies and NBC Protection (WIS), Munster, Germany; Institute of Electrical Engineering and Measurement Technology, Leibniz Universität Hannover, Hannover, Germany","2021 IEEE International Joint EMC/SI/PI and EMC Europe Symposium","19 Oct 2021","2021","","","755","759","The installation and use of smart home technology that uses wireless communication channels, according to the 802.11 standard series, is rapidly increasing. This article discusses the effect of Electromagnetic Interference Sweep Frequency Jamming Signal applied to a wireless smart meter installed in a three-phase domestic and light commercial electricity distribution board. More specifically, a method of frequency jamming signal generation technique, jamming signal radiation and its interference measurements method are explained in this paper. Then, the impact of disturbances are discussed and mitigation mechanisms such as construction material shielding, digital filtering and a systematic approach of electromagnetic risk assessment are given.","","978-1-6654-4888-8","10.1109/EMC/SI/PI/EMCEurope52599.2021.9559200","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9559200","Jamming;Smart meter;Sweep frequency jamming;EMI measurement methods","Wireless communication;Systematics;Electromagnetic interference;Smart homes;Smart meters;Frequency measurement;Risk management","","2","","15","IEEE","19 Oct 2021","","","IEEE","IEEE Conferences"
"A Dithering Technique for Mitigation of Conducted Emission Noise of SiC MOSFET Based VSI Driving an Induction Motor","S. Nayak; V. Pandey; K. Hatua","Electrical Engineering, IIT Madras, Chennai, India; Electrical Engineering, IIT Madras, Chennai, India; Electrical Engineering, IIT Madras, Chennai, India","IEEE Transactions on Power Electronics","21 Dec 2023","2024","39","2","2281","2293","Power electronics converters have to meet international electromagnetic compatibility (EMC) standards, i.e., CISPR, IEC for commercial application. Electromagnetic interference (EMI) filters are generally used with converters to meet the standards. These EMI filters are heavy, expensive, and space consuming. A dithering technique of switching frequency has been proposed in this article to reduce the conducted EMI. The proposed technique accurately predetermines the exact reduction of noise. This article also illustrates the problem of resolution bandwidth (RBW) in power electronics applications while measuring the noise. Thus, the present article also suggests a modified dithering technique to overcome this problem. Experimental results are presented at different RBW in the present article. The proposed dithering technique and its modification have been validated through a SiC mosfet-based voltage source inverter fed drive. This article also focuses on the advantages of reducing common mode choke and dc bus capacitance, which eventually saves space and cost for the entire converter system.","1941-0107","","10.1109/TPEL.2023.3327258","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10294198","Dithering;electromagnetic compatibility (EMC);electromagnetic interference (EMI);resolution bandwidth (RBW);SiC mosfet;switching frequency level;voltage source inverter (VSI)","Power harmonic filters;Switching frequency;Passive filters;Inverters;Electromagnetic interference;Frequency modulation;Standards","","","","29","IEEE","24 Oct 2023","","","IEEE","IEEE Journals"
"Visual Vocabulary Based Photovoltaic Health Monitoring System Using Infrared Thermography","W. Ahmed; M. U. Ali; S. J. Hussain; A. Zafar; S. A. Hasani","Secret Minds, Entrepreneurial Organization, Islamabad, Pakistan; Department of Unmanned Vehicle Engineering, Sejong University, Seoul, South Korea; Department of Electrical and Electronics, Global College of Engineering and Technology, Muscat, Oman; Department of Electrical Engineering, Ibadat International University, Islamabad, Pakistan; Department of Electrical and Electronics, Global College of Engineering and Technology, Muscat, Oman","IEEE Access","9 Feb 2022","2022","10","","14409","14417","Photovoltaic (PV) systems have gained global acceptance in terms of green, replenishable energy resources to meet energy demand with no emissions. However, PV systems are susceptible to operational and environmental stresses. Moreover, PV panels monitoring is necessary to keep their performance and efficiency intact due to their lack of supervisory control. Therefore, this study monitors PV panels based on health into three sub-classes: healthy, hotspot, and faulty through infrared thermography. First, Thermographs key points are selected using an  $8\times 8$  uniform pixel grid, and speed-up robust features (SURF) are extracted from grid intersection points. Afterward, due to its simplicity, the k-mean clustering algorithm creates single-level clusters based on actual observations similarities and similar observations closeness within-cluster and dissimilarity to other clusters observations are used to transform features into visual words. Finally, shallow classifiers are utilized because of low training time and high prediction speed. After extensive testing and compressive analysis, the proposed approach was found economical, fast, and showed high testing accuracy of 97% through a multi-class shallow classifier (support vector machine) with low computational complexity and less storage size. Thus, this approach can monitor megawatt PV systems with high accuracy and keep performance and emissions mitigation potential high while lowering payback time.","2169-3536","","10.1109/ACCESS.2022.3148138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9698239","Visual vocabulary;photovoltaic (PV) system healthy;hotspot","Feature extraction;Monitoring;Stress;Fault diagnosis;Manuals;Circuit faults;Birds","","5","","29","CCBY","31 Jan 2022","","","IEEE","IEEE Journals"
"Peak Shaving and E-Cooker as Sustainable Solutions for Off-Grid Electricity in Bangladesh","S. M. T. Faisal; A. Maran; J. Ehnberg","Computational Sustainability Department, V-Research GmbH, Dornbirn, Austria; Department of Electrical Engineering, Chalmers University of Technology, Gothenburg, Sweden; Department of Electrical Engineering, Chalmers University of Technology, Gothenburg, Sweden","2023 IEEE PES/IAS PowerAfrica","22 Dec 2023","2023","","","1","5","General electrification, specifically renewable-based off-grid systems, could contribute to sustainable development in Bangladesh. However, it is important to make sure that it contributes or at least does not act inhibitory in any of the three dimensions of sustainability. This study examines the potential of demand-side management and electrified cooking as sustainable solutions for off-grid electricity in Bangladesh. The evaluation is based on techno-economic, environmental, and social aspects, using a set of selected indicators. The study employs two tools, RAMP and MicroGridsPy, to optimize techno-economic results. The environmental evaluations are based on the result of the techno-economic evaluation and literature review, while the social aspect evaluations are based on the literature review and the author's own remarks and experiences. The analysis is completed using a sustainability matrix in the form of a simplified multi-criteria analysis. This study investigates the impact of peak shaving by fans and TVs and the introduction of electrified cooking in an off-grid electrification system. In Bangladesh, both approaches have positive economic and environmental impacts, but peak shaving has a negative social impact. The study finds that the result can contribute to sustainable development of off-grid electricity system in Bangladesh.","","979-8-3503-3755-6","10.1109/PowerAfrica57932.2023.10363250","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10363250","Demand side management;Electrified cooking;Solar power;Sustain ability","Economics;Fans;Electric potential;TV;Demand side management;Bibliographies;Sustainable development","","1","","35","IEEE","22 Dec 2023","","","IEEE","IEEE Conferences"
"Machine and Deep Learning using Remote Sensing to reach zero emission cities: A Survey","D. Diodati; A. Cruciani; A. Natale","TeamDev S.r.l., Perugia, Italy; TeamDev S.r.l., Perugia, Italy; TeamDev S.r.l., Perugia, Italy","2022 IEEE International Smart Cities Conference (ISC2)","26 Oct 2022","2022","","","1","6","Reducing the city emissions through focus actions is essential to fight climate change. The advancement of technology has opened new opportunities to support organizations and governments during mitigation actions. With this contribution, we offer an in-depth evaluation of how machine learning, deep learning, and remote sensing technologies can support the transition to zero-emission cities. The paper explores different application domains, describing recent works useful for energy assessment, facilities monitoring, laws enforcement and energy savings actions. Applying these solutions on a large base offers a real opportunity to develop new policies and operations for cities and planet Earth sustainability.","2687-8860","978-1-6654-8561-6","10.1109/ISC255366.2022.9921928","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9921928","smart cities;remote sensing;machine learning;deep learning;zero emissions;artificial intelligence","Deep learning;Earth;Satellites;Smart cities;Law enforcement;Government;Sensors","","","","34","IEEE","26 Oct 2022","","","IEEE","IEEE Conferences"
"Establishment of a Sustainable Energy Action Plan Case Study of a Municipality in Lebanon","S. Saad; M. Ghandour; M. Brouche; A. Mourtada","Doctoral School of Science and Technology, Lebanese University, Hadath, Lebanon; Faculty of Engineering, Lebanese University, Hadath, Lebanon; Faculty of Enginnering, Saint Joseph University, Mar Roukouz, Lebanon; Faculty of Engineering, Lebanese University, Hadath, Lebanon","2020 5th International Conference on Renewable Energies for Developing Countries (REDEC)","11 Aug 2020","2020","","","1","6","Climate change caused by increasing greenhouse gas (GHG) levels released in the atmosphere by burning fossil fuels is threatening our ecosystem. A radical change in the behavior of humanity is thus needed urgently. One of the major challenges is to replace our current energy systems with sustainable systems in the face of environmental degradation. For this purpose, and as part of the European initiatives, the Covenant of Mayors is enabling municipalities, cities and regions to carry out actions in the fields of energy and climate. In this framework, a newly-developed tool, the SECAP-SSP or Sustainable Energy and Climate Action Plan–Self Sufficient Program, is applied by the Municipality of Hammana-Lebanon (standard process) in order to design its Sustainable Energy and Climate Action Plan (SECAP) and ensure compliance with the Covenant of Mayors. This case study has resulted in a broad understanding of how to use this tool, or even to show that SECAP-SSP has greatly simplified the task compared to the conventional tools that have been used before. It should be noted that SECAP-SSP can be applied by any municipality in Lebanon and can be extended to suit the South-Mediterranean context. Every authority could create its “SECAP” space online. The various human activities in all sectors (residential, tertiary, industry, transportation, agriculture, electricity generation, etc.) involving energy consumption as well as greenhouse gas emissions are the specific data that the user must enter. The structure of the software facilitates the work to be done in each sector. Other data on climate, the availability of renewable energy and the current price of fossil fuels are provided by the tool. Indicators (economic, environmental and potential) to achieve optimization are calculated by the tool. In the end, SECAP-SSP established a Baseline Emission Inventory (BEI) for the authority as well as it suggested the SECAP, feasible and profitable both economically and environmentally.","2644-1837","978-1-7281-5595-1","10.1109/REDEC49234.2020.9163852","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9163852","Sustainable energy and climate action plan;Emission inventory;Greenhouse gases reduction;Mitigation;Covenant of mayors","Meteorology;Climate change;Buildings;Energy consumption;Local government;Production;Agriculture;Sustainable development;Greenhouse effect","","","","10","IEEE","11 Aug 2020","","","IEEE","IEEE Conferences"
"Mitigation of SOA-Induced Nonlinearities With Recurrent Neural Networks in 75 Gbit/s/λ PAM-4 IM/DD WDM-PON Transmission Systems","A. G. Reza; M. Troncoso-Costas; C. Browning; S. O'Duill; L. P. Barry","School of Electronic Engineering, Dublin City University, Ireland; School of Electronic Engineering, Dublin City University, Ireland; School of Electronic Engineering, Dublin City University, Ireland; School of Electronic Engineering, Dublin City University, Ireland; School of Electronic Engineering, Dublin City University, Ireland","Journal of Lightwave Technology","27 Jun 2023","2023","41","12","3967","3975","We experimentally demonstrate 4 × 75 Gbit/s optically amplified 4-level pulse amplitude modulation (PAM-4) transmission based on an external Mach-Zehnder modulator (MZM) and electro-absorption modulator (EAM) for monolithically integrable intensity modulation and direct detection wavelength division multiplexed passive optical networks (WDM-PONs). The effects of semiconductor optical amplifier (SOA)-induced nonlinear distortions during single- and multi-wavelength amplification in the optical distribution networks are investigated for various channel spacings through experiments and simulations. A machine learning-based nonlinear equalizer termed as a recurrent neural network (RNN) is proposed to compensate for the nonlinear impairments. Finally, by employing a T-spaced RNN in conjunction with a traditional feed-forward equalizer (FFE), we achieve link budgets in excess of 31 dB and 28 dB on every WDM channel at the hard-decision forward error correction (HD-FEC) limit of 3.8 × 10−3 for MZM and EAM-based WDM-PONs, respectively, after 4 × 75 Gbit/s PAM-4 transmissions at 1550 nm with a 100 GHz channel spacing over 25 km feeder and 1 km distribution single-mode fiber links.","1558-2213","","10.1109/JLT.2023.3278981","Science Foundation Ireland(grant numbers:18/SIRG/5579,18/EPSRC/3591,12/RC/2276_P2); Enterprise Ireland Through Research(grant numbers:DT 2019 0014A); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10130550","4-level pulse amplitude modulation (PAM-4);recurrent neural network (RNN);semiconductor optical amplifier (SOA);wavelength division multiplexing passive optical network (WDM-PON)","Wavelength division multiplexing;Semiconductor optical amplifiers;Passive optical networks;Optical distortion;Optical amplifiers;Optical fiber amplifiers;Stimulated emission","","2","","25","CCBY","22 May 2023","","","IEEE","IEEE Journals"
"Hydropower Replacement and the Nexus of Food-Energy-Water Systems: Impacts on Climate Performance","D. H. B. Gai; E. Shittu","Department of Engineering Management and Systems Engineering, The George Washington University, Washington D.C.; Department of Engineering Management and Systems Engineering, The George Washington University, Washington D.C.","2021 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)","19 Jan 2022","2021","","","344","348","The nexus of food, energy, and water systems offers a meaningful lens to evaluate hydroelectric dam removal decisions. Maintaining adequate power supplies and flourishing fish populations hangs on the balance of managing the tradeoffs of water resource management. Aside from energy adequacy, substituting hydropower with other renewable energy sources impacts the overall energy dispatch behavior of the grid, including emissions of existing fossil fuels. This study extends earlier work in the literature to evaluate the adequacy impact to the power supply by removing four Lower Snake River dams in the Columbia River Basin in favor of supporting migratory salmon populations. The authors explore the climate performance, i.e., fossil fuel dispatch changes, of simulated renewable substitution portfolios to supplement performance metrics alongside adequacy and initial investment metrics. The study finds that including the climate metric greatly influences the favorability of some alternative portfolios that would otherwise be overlooked, with some portfolios improving climate mitigation efforts by reducing emissions over the baseline scenario. The contribution is in advancing a straightforward and supplementary climate performance method that can accompany any energy portfolio analysis.","","978-1-6654-3771-4","10.1109/IEEM50564.2021.9672812","National Science Foundation(grant numbers:1804560); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9672812","Food-energy-water nexus;dam removal;climate change;regional energy planning","Measurement;Renewable energy sources;Dams;Sociology;Fossil fuels;Rivers;Statistics","","1","","35","IEEE","19 Jan 2022","","","IEEE","IEEE Conferences"
"Predictive Insight of Global Warming-A Sustainable Control System","S. Roy; H. Mahmudi; R. Das; J. H. Dewan; S. D. Thepade","Analytics Presales and Solution PracticeLead Jade Global, Chicago, USA; Data Management and Analytics, Kamyab ITS, Kabul, Afghanistan; Association for Computing Machinery, Ranchi, India; Department of Information Technology, Pimpri Chinchwad College of Engineering, Pune, India; Computer Engineering Department, Pimpri Chinchwad College of Engineering, Pune, India","2023 7th International Conference On Computing, Communication, Control And Automation (ICCUBEA)","22 Jan 2024","2023","","","1","4","Global warming is one of the major issues for decades. Implementation of integrated solution to get sustainable control system has significant challenges. Acceptance of the key precautions and maintenance of sustainability became a bottleneck. The consequence of human social activities increases the consumption of fossil fuels as power resources which indirectly increased the concentration of greenhouse gases and water vapor, in the environment. This causes the earth's average surface temperature to increase. Water vapor is responsible for two-thirds of this issue; however, C02 is proven to be the key factor of global warming. The global temperature could have increased to 3.8 o C in case C02 concentration was doubled. The trend and association between rising temperatures and C02 emissions are shown in this work, along with an explanation of the many methods behind ideal mitigation. One of the goals of this research is to identify the issue area and integrate the climatic data. This will assist in obtaining a dependable control system capable of addressing global warming concerns. This paper outlines how data engineering and analytics may be used to regulate global warming and provides an architecture for the Green Warming Model (GWD). Therefore, the primary contribution of this study effort is environment preservation using data engineering and machine learning (ML).","2771-1358","979-8-3503-0426-8","10.1109/ICCUBEA58933.2023.10392190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10392190","Green House;Global warming;IPA;SARIMAX;Data Engineering","Temperature;Green products;Predictive models;Control systems;Data engineering;Global warming;Fossil fuels","","","","21","IEEE","22 Jan 2024","","","IEEE","IEEE Conferences"
